# from (http://archives.esac.esa.int/hsa/legacy/ADP/PlanetaryModels/)# freq[GHz]	T_rj[K_rj]
1488.0	31.8994
1489.0	31.8815
1490.0	31.8629
1491.0	31.8442
1492.0	31.8248
1493.0	31.8043
1494.0	31.7822
1495.0	31.7575
1496.0	31.7502
1497.0	34.1257
1498.0	31.7025
1499.0	31.6894
1500.0	31.679
1501.0	31.6656
1502.0	31.6515
1503.0	31.6363
1504.0	31.6211
1505.0	32.0497
1506.0	31.5886
1507.0	31.5709
1508.0	31.554
1509.0	31.5369
1510.0	31.5199
1511.0	31.5028
1512.0	31.4861
1513.0	31.4689
1514.0	31.4515
1515.0	31.4353
1516.0	31.4174
1517.0	31.4014
1518.0	31.3832
1519.0	31.3661
1520.0	31.349
1521.0	31.3319
1522.0	31.3147
1523.0	31.2975
1524.0	31.2805
1525.0	31.2635
1526.0	31.2463
1527.0	31.2292
1528.0	31.2124
1529.0	31.1953
1530.0	31.1785
1531.0	31.1616
1532.0	31.1445
1533.0	31.1277
1534.0	31.1104
1535.0	31.0939
1536.0	31.0769
1537.0	31.0598
1538.0	31.0429
1539.0	31.0262
1540.0	31.0089
1541.0	30.9922
1542.0	30.9772
1543.0	30.958
1544.0	30.9413
1545.0	30.9243
1546.0	30.9074
1547.0	30.8905
1548.0	30.8732
1549.0	30.8563
1550.0	30.8392
1551.0	30.822
1552.0	30.805
1553.0	30.7877
1554.0	30.7703
1555.0	30.753
1556.0	30.7354
1557.0	30.7177
1558.0	30.6997
1559.0	30.6815
1560.0	30.6629
1561.0	30.6437
1562.0	30.624
1563.0	30.6031
1564.0	30.5807
1565.0	30.5562
1566.0	30.5283
1567.0	30.495
1568.0	30.4531
1569.0	31.2403
1570.0	30.6674
1571.0	30.4118
1572.0	30.4182
1573.0	30.4162
1574.0	30.4101
1575.0	30.4005
1576.0	30.3892
1577.0	30.3763
1578.0	30.3627
1579.0	30.3484
1580.0	30.3337
1581.0	30.3185
1582.0	30.3034
1583.0	30.2877
1584.0	30.2719
1585.0	30.2561
1586.0	30.2404
1587.0	30.2242
1588.0	30.2082
1589.0	30.1924
1590.0	30.1765
1591.0	30.1603
1592.0	30.1442
1593.0	30.4581
1594.0	30.1741
1595.0	30.0972
1596.0	30.0797
1597.0	30.0634
1598.0	30.0472
1599.0	30.0311
1600.0	30.0148
1601.0	29.9987
1602.0	30.3043
1603.0	29.9676
1604.0	29.9492
1605.0	29.9329
1606.0	29.9167
1607.0	29.8997
1608.0	29.8825
1609.0	29.8649
1610.0	29.8471
1611.0	29.8603
1612.0	31.6237
1613.0	29.8012
1614.0	29.7836
1615.0	29.7689
1616.0	29.754
1617.0	29.7388
1618.0	29.7234
1619.0	29.7081
1620.0	29.6922
1621.0	29.6763
1622.0	29.6603
1623.0	29.6443
1624.0	29.6283
1625.0	29.6123
1626.0	29.5966
1627.0	29.5806
1628.0	29.5648
1629.0	29.5486
1630.0	29.5326
1631.0	29.5167
1632.0	29.5008
1633.0	29.4848
1634.0	29.4688
1635.0	29.453
1636.0	29.437
1637.0	29.421
1638.0	29.4049
1639.0	29.3892
1640.0	29.3734
1641.0	29.3574
1642.0	29.3416
1643.0	29.3254
1644.0	29.3094
1645.0	29.2938
1646.0	29.278
1647.0	29.262
1648.0	29.2462
1649.0	29.2304
1650.0	29.2145
1651.0	29.1989
1652.0	29.1833
1653.0	29.1677
1654.0	29.1518
1655.0	29.136
1656.0	29.1206
1657.0	29.1048
1658.0	29.089
1659.0	29.0736
1660.0	29.0598
1661.0	30.1537
1662.0	29.0284
1663.0	29.0113
1664.0	28.9954
1665.0	28.9797
1666.0	28.9641
1667.0	28.9483
1668.0	28.933
1669.0	28.9241
1670.0	31.0786
1671.0	28.8909
1672.0	28.8709
1673.0	28.855
1674.0	28.8394
1675.0	28.8241
1676.0	28.8085
1677.0	28.7931
1678.0	28.7774
1679.0	28.7615
1680.0	28.7463
1681.0	28.8225
1682.0	28.963
1683.0	28.7001
1684.0	28.6845
1685.0	28.6688
1686.0	28.6534
1687.0	28.638
1688.0	28.6225
1689.0	28.6072
1690.0	28.5918
1691.0	28.5762
1692.0	28.5606
1693.0	28.5453
1694.0	28.53
1695.0	28.5144
1696.0	28.4992
1697.0	28.4839
1698.0	28.4684
1699.0	28.453
1700.0	28.4376
1701.0	28.4223
1702.0	28.4069
1703.0	28.3916
1704.0	28.3764
1705.0	28.3609
1706.0	28.3455
1707.0	28.33
1708.0	28.3148
1709.0	28.2996
1710.0	28.2845
1711.0	28.2689
1712.0	28.2538
1713.0	28.2384
1714.0	28.226
1715.0	28.2081
1716.0	28.2017
1717.0	29.9727
1718.0	28.1632
1719.0	28.1475
1720.0	28.1323
1721.0	28.1171
1722.0	28.1018
1723.0	28.0865
1724.0	28.0712
1725.0	28.0561
1726.0	28.3402
1727.0	29.1228
1728.0	28.0113
1729.0	27.9958
1730.0	27.9812
1731.0	27.9664
1732.0	27.9518
1733.0	27.937
1734.0	27.9219
1735.0	27.907
1736.0	27.8922
1737.0	27.8773
1738.0	27.8624
1739.0	27.8472
1740.0	27.8324
1741.0	27.8176
1742.0	27.8026
1743.0	27.7878
1744.0	27.7728
1745.0	27.7578
1746.0	27.7429
1747.0	27.7281
1748.0	27.7132
1749.0	27.6983
1750.0	27.6834
1751.0	27.6688
1752.0	27.6541
1753.0	27.6387
1754.0	27.6239
1755.0	27.6091
1756.0	27.5948
1757.0	27.5796
1758.0	27.5647
1759.0	27.5498
1760.0	27.535
1761.0	27.5202
1762.0	27.5362
1763.0	27.4906
1764.0	27.4759
1765.0	27.4612
1766.0	27.4469
1767.0	27.4315
1768.0	27.4168
1769.0	27.4022
1770.0	27.563
1771.0	27.3757
1772.0	27.3583
1773.0	27.3432
1774.0	27.3284
1775.0	27.3135
1776.0	27.2988
1777.0	27.2844
1778.0	27.2696
1779.0	27.2547
1780.0	27.2401
1781.0	27.2256
1782.0	27.2109
1783.0	27.1965
1784.0	27.1819
1785.0	27.1674
1786.0	27.1529
1787.0	27.1381
1788.0	27.1238
1789.0	27.1093
1790.0	27.0948
1791.0	27.0804
1792.0	27.0659
1793.0	27.0513
1794.0	27.0369
1795.0	27.0701
1796.0	27.0078
1797.0	27.0156
1798.0	26.9792
1799.0	26.9647
1800.0	26.9499
1801.0	26.9356
1802.0	26.9213
1803.0	26.9069
1804.0	26.8924
1805.0	26.878
1806.0	26.8636
1807.0	26.8492
1808.0	26.8348
1809.0	26.8205
1810.0	26.806
1811.0	26.7917
1812.0	26.7774
1813.0	26.7628
1814.0	26.7484
1815.0	26.7344
1816.0	26.7201
1817.0	26.7056
1818.0	26.6912
1819.0	26.6771
1820.0	26.6627
1821.0	26.6481
1822.0	26.6338
1823.0	26.6196
1824.0	26.6056
1825.0	26.5913
1826.0	26.5769
1827.0	26.5625
1828.0	26.5482
1829.0	26.534
1830.0	26.5198
1831.0	26.5053
1832.0	26.4912
1833.0	26.477
1834.0	26.4628
1835.0	26.4485
1836.0	26.4342
1837.0	26.4198
1838.0	26.4055
1839.0	26.3914
1840.0	26.3779
1841.0	27.2581
1842.0	26.4303
1843.0	26.3349
1844.0	26.3204
1845.0	26.3062
1846.0	26.292
1847.0	26.2778
1848.0	26.2637
1849.0	26.2496
1850.0	26.2356
1851.0	26.2216
1852.0	26.2072
1853.0	26.193
1854.0	26.179
1855.0	26.1651
1856.0	26.1511
1857.0	26.1369
1858.0	26.2428
1859.0	26.1088
1860.0	26.0944
1861.0	26.0801
1862.0	26.066
1863.0	26.0519
1864.0	26.0377
1865.0	26.0234
1866.0	26.0089
1867.0	25.9949
1868.0	26.2402
1869.0	25.9654
1870.0	25.9506
1871.0	25.9357
1872.0	25.9203
1873.0	25.9049
1874.0	25.8887
1875.0	25.8721
1876.0	25.8545
1877.0	25.8354
1878.0	25.8145
1879.0	25.7907
1880.0	25.7625
1881.0	25.7409
1882.0	27.1692
1883.0	26.3209
1884.0	25.7024
1885.0	25.7027
1886.0	25.7
1887.0	25.6948
1888.0	25.6868
1889.0	25.6773
1890.0	25.6666
1891.0	25.6554
1892.0	25.6434
1893.0	25.631
1894.0	25.6196
1895.0	25.6057
1896.0	25.5927
1897.0	25.5796
1898.0	25.5666
1899.0	25.5531
1900.0	25.5396
1901.0	25.5264
1902.0	25.5129
1903.0	25.4994
1904.0	25.4861
1905.0	25.473
1906.0	25.459
1907.0	25.4454
1908.0	25.432
1909.0	25.4183
1910.0	25.4048
1911.0	25.3912
1912.0	25.3777
1913.0	25.3641
1914.0	25.3506
1915.0	25.337
1916.0	25.3235
1917.0	25.3099
1918.0	25.34
1919.0	25.7631
1920.0	25.2751
1921.0	25.256
1922.0	25.242
1923.0	25.2285
1924.0	25.2151
1925.0	25.2016
1926.0	25.188
1927.0	25.1745
1928.0	25.1613
1929.0	25.1479
1930.0	25.1346
1931.0	25.121
1932.0	25.1074
1933.0	25.094
1934.0	25.0806
1935.0	25.0671
1936.0	25.054
1937.0	25.0406
1938.0	25.0272
1939.0	25.0137
1940.0	25.0002
1941.0	24.9869
1942.0	24.9736
1943.0	24.9602
1944.0	24.9468
1945.0	24.9334
1946.0	24.9984
1947.0	24.9071
1948.0	24.8935
1949.0	24.8802
1950.0	24.8667
1951.0	24.8534
1952.0	24.84
1953.0	24.8267
1954.0	24.8135
1955.0	24.8014
1956.0	25.3829
1957.0	24.7749
1958.0	24.7604
1959.0	24.7471
1960.0	24.7338
1961.0	24.7205
1962.0	24.7072
1963.0	24.6939
1964.0	24.6806
1965.0	24.6675
1966.0	24.6542
1967.0	24.6409
1968.0	24.6279
1969.0	24.6147
1970.0	24.6013
1971.0	24.5881
1972.0	24.575
1973.0	24.5617
1974.0	24.5484
1975.0	24.5352
1976.0	24.5221
1977.0	24.509
1978.0	24.4959
1979.0	24.4828
1980.0	24.4697
1981.0	24.4563
1982.0	24.4431
1983.0	24.43
1984.0	24.4169
1985.0	24.4039
1986.0	24.3929
1987.0	24.3776
1988.0	24.3655
1989.0	24.3515
1990.0	24.3383
1991.0	24.3251
1992.0	24.3119
1993.0	24.2989
1994.0	24.286
1995.0	24.2729
1996.0	24.2598
1997.0	24.2467
1998.0	24.2331
