# from (http://archives.esac.esa.int/hsa/legacy/ADP/PlanetaryModels/)# freq[GHz]	T_rj[K_rj]
3440.0	10.9275
3441.0	10.9216
3442.0	10.9155
3443.0	10.9095
3444.0	10.9037
3445.0	10.8976
3446.0	10.8914
3447.0	10.8856
3448.0	10.8795
3449.0	10.8734
3450.0	10.8674
3451.0	10.8614
3452.0	10.8554
3453.0	10.8493
3454.0	10.8433
3455.0	10.8373
3456.0	10.8313
3457.0	10.8253
3458.0	10.8194
3459.0	10.8134
3460.0	10.8074
3461.0	10.8014
3462.0	10.7954
3463.0	10.7894
3464.0	10.7834
3465.0	10.7775
3466.0	10.7716
3467.0	10.7657
3468.0	10.7597
3469.0	10.7538
3470.0	10.7479
3471.0	10.742
3472.0	10.7361
3473.0	10.7302
3474.0	10.7243
3475.0	10.7184
3476.0	10.7126
3477.0	10.7067
3478.0	10.7008
3479.0	10.695
3480.0	10.6891
3481.0	10.6832
3482.0	10.6774
3483.0	10.6715
3484.0	10.6656
3485.0	10.6598
3486.0	10.6539
3487.0	10.6481
3488.0	10.6423
3489.0	10.6364
3490.0	10.6306
3491.0	10.6247
3492.0	10.6189
3493.0	10.6131
3494.0	10.6072
3495.0	10.6014
3496.0	10.5956
3497.0	10.5897
3498.0	10.5839
3499.0	10.578
3500.0	10.5722
3501.0	10.5664
3502.0	10.5606
3503.0	10.5548
3504.0	10.549
3505.0	10.5432
3506.0	10.5374
3507.0	10.5316
3508.0	10.5258
3509.0	10.5201
3510.0	10.5143
3511.0	10.5091
3512.0	10.5029
3513.0	10.497
3514.0	10.4912
3515.0	10.4854
3516.0	10.4796
3517.0	10.4739
3518.0	10.4681
3519.0	10.4623
3520.0	10.4566
3521.0	10.4508
3522.0	10.445
3523.0	10.4393
3524.0	10.4335
3525.0	10.4278
3526.0	10.4224
3527.0	10.4164
3528.0	10.4107
3529.0	10.405
3530.0	10.3993
3531.0	10.3935
3532.0	10.3878
3533.0	10.382
3534.0	10.3763
3535.0	10.3706
3536.0	10.3649
3537.0	10.3884
3538.0	10.3535
3539.0	10.3478
3540.0	10.3426
3541.0	10.3365
3542.0	10.3307
3543.0	10.3251
3544.0	10.3194
3545.0	10.3138
3546.0	10.308
3547.0	10.3024
3548.0	10.2967
3549.0	10.291
3550.0	10.2853
3551.0	10.2796
3552.0	10.274
3553.0	10.2683
3554.0	10.2626
3555.0	10.257
3556.0	10.2513
3557.0	10.2457
3558.0	10.24
3559.0	10.2344
3560.0	10.2288
3561.0	10.2231
3562.0	10.2175
3563.0	10.2119
3564.0	10.2062
3565.0	10.2006
3566.0	10.195
3567.0	10.1899
3568.0	10.1837
3569.0	10.1782
3570.0	10.1726
3571.0	10.1669
3572.0	10.1613
3573.0	10.1557
3574.0	10.1501
3575.0	10.1445
3576.0	10.139
3577.0	10.1334
3578.0	10.1278
3579.0	10.1222
3580.0	10.1165
3581.0	10.111
3582.0	10.1054
3583.0	10.0998
3584.0	10.0943
3585.0	10.0887
3586.0	10.0832
3587.0	10.0776
3588.0	10.0721
3589.0	10.0665
3590.0	10.061
3591.0	10.0554
3592.0	10.0498
3593.0	10.0443
3594.0	10.0388
3595.0	10.0332
3596.0	10.0276
3597.0	10.0221
3598.0	10.0166
3599.0	10.0357
3600.0	10.1699
3601.0	10.0
3602.0	9.9946
3603.0	9.9891
3604.0	9.9835
3605.0	9.978
3606.0	9.9724
3607.0	9.9669
3608.0	9.9614
3609.0	9.9559
3610.0	9.9504
3611.0	9.9449
3612.0	9.9394
3613.0	9.9339
3614.0	9.9284
3615.0	9.923
3616.0	9.9175
3617.0	9.912
3618.0	9.9066
3619.0	9.9011
3620.0	9.8956
3621.0	9.8902
3622.0	9.8847
3623.0	9.8793
3624.0	9.8738
3625.0	9.8684
3626.0	9.8629
3627.0	9.8575
3628.0	9.852
3629.0	9.8466
3630.0	9.8412
3631.0	9.8357
3632.0	9.8303
3633.0	9.8248
3634.0	9.8194
3635.0	9.814
3636.0	9.8085
3637.0	9.8031
3638.0	9.7976
3639.0	9.7922
3640.0	9.7868
3641.0	9.7814
3642.0	9.776
3643.0	9.7706
3644.0	9.7653
3645.0	9.7599
3646.0	9.7545
3647.0	9.7491
3648.0	9.7437
3649.0	9.7383
3650.0	9.733
3651.0	9.7276
3652.0	9.7222
3653.0	9.7167
3654.0	9.7113
3655.0	10.1567
3656.0	9.7006
3657.0	9.6952
3658.0	9.6898
3659.0	9.6845
3660.0	9.6792
3661.0	9.6738
3662.0	9.6685
3663.0	9.6632
3664.0	9.6578
3665.0	9.6524
3666.0	9.6471
3667.0	9.6418
3668.0	9.6364
3669.0	9.6311
3670.0	9.6257
3671.0	9.6204
3672.0	9.6151
3673.0	9.6097
3674.0	9.6045
3675.0	9.599
3676.0	9.5938
3677.0	9.5885
3678.0	9.5832
3679.0	9.5779
3680.0	9.5726
3681.0	9.5673
3682.0	9.562
3683.0	9.5567
3684.0	9.5514
3685.0	9.5461
3686.0	9.5408
3687.0	9.5355
3688.0	9.5302
3689.0	9.525
3690.0	9.5197
3691.0	9.5144
3692.0	9.5091
3693.0	9.5039
3694.0	9.4986
3695.0	9.4933
3696.0	9.4881
3697.0	9.4828
3698.0	9.4776
3699.0	9.4723
3700.0	9.4671
3701.0	9.4618
3702.0	9.4566
3703.0	9.4514
3704.0	9.4462
3705.0	9.4409
3706.0	9.4357
3707.0	9.4305
3708.0	9.4253
3709.0	9.42
3710.0	9.4148
3711.0	9.4096
3712.0	9.4044
3713.0	9.3992
3714.0	9.3939
3715.0	9.3887
3716.0	9.3835
3717.0	9.3783
3718.0	9.3731
3719.0	9.3679
3720.0	9.3627
3721.0	9.3575
3722.0	9.3523
3723.0	9.3471
3724.0	9.3419
3725.0	9.3367
3726.0	9.3315
3727.0	9.3264
3728.0	9.3212
3729.0	9.316
3730.0	9.3109
3731.0	9.3057
3732.0	9.3006
3733.0	9.2954
3734.0	9.2902
3735.0	9.2851
3736.0	9.2799
3737.0	9.2748
3738.0	9.2696
3739.0	9.2644
3740.0	9.2597
3741.0	9.2558
3742.0	9.249
3743.0	9.2443
3744.0	9.2391
3745.0	9.2346
3746.0	9.2299
3747.0	9.2234
3748.0	9.2183
3749.0	9.2132
3750.0	9.208
3751.0	9.203
3752.0	9.1978
3753.0	9.1928
3754.0	9.1876
3755.0	9.1825
3756.0	9.1777
3757.0	9.1723
3758.0	9.1672
3759.0	9.1623
3760.0	9.1572
3761.0	9.1521
3762.0	9.147
3763.0	9.1419
3764.0	9.1368
3765.0	9.1317
3766.0	9.1266
3767.0	9.1216
3768.0	9.1165
3769.0	9.1115
3770.0	9.1064
3771.0	9.1013
3772.0	9.0963
3773.0	9.0913
3774.0	9.0862
3775.0	9.0812
3776.0	9.0761
3777.0	9.0711
3778.0	9.066
3779.0	9.061
3780.0	9.056
3781.0	9.0509
3782.0	9.0459
3783.0	9.0408
3784.0	9.0358
3785.0	9.0308
3786.0	9.0258
3787.0	9.0208
3788.0	9.0157
3789.0	9.0107
3790.0	9.0057
3791.0	9.0007
3792.0	8.9957
3793.0	8.9907
3794.0	8.9858
3795.0	8.9808
3796.0	8.9758
3797.0	8.9708
3798.0	9.0168
3799.0	8.9608
3800.0	8.9559
3801.0	8.9509
3802.0	8.9459
3803.0	8.941
3804.0	8.936
3805.0	8.9311
3806.0	8.9262
3807.0	9.5128
3808.0	8.9164
3809.0	8.9115
3810.0	8.9065
3811.0	8.9015
3812.0	8.8966
3813.0	8.8917
3814.0	8.8867
3815.0	8.8818
3816.0	8.8769
3817.0	8.872
3818.0	8.8671
3819.0	8.8622
3820.0	8.8573
3821.0	8.8524
3822.0	8.8476
3823.0	8.8427
3824.0	8.8378
3825.0	8.8329
3826.0	8.828
3827.0	8.8231
3828.0	8.8182
3829.0	8.8133
3830.0	8.8084
3831.0	8.8035
3832.0	8.7986
3833.0	8.7937
3834.0	8.7889
3835.0	8.784
3836.0	8.7791
3837.0	8.7743
3838.0	8.7694
3839.0	8.7646
3840.0	8.7597
3841.0	8.7549
3842.0	8.75
3843.0	8.7451
3844.0	8.7403
3845.0	8.7354
3846.0	8.7306
3847.0	8.7258
3848.0	8.721
3849.0	8.7162
3850.0	8.7114
3851.0	8.7066
3852.0	8.7018
3853.0	8.697
3854.0	8.6921
3855.0	8.6873
3856.0	8.6825
3857.0	8.6777
3858.0	8.6729
3859.0	8.6681
3860.0	8.6633
3861.0	8.6585
3862.0	8.6537
3863.0	8.6489
3864.0	8.6441
3865.0	8.6393
3866.0	8.6346
3867.0	8.6298
3868.0	8.625
3869.0	8.6203
3870.0	8.6155
3871.0	8.6108
3872.0	8.606
3873.0	8.6013
3874.0	8.5965
3875.0	8.5917
3876.0	8.587
3877.0	8.5822
3878.0	8.5775
3879.0	8.5727
3880.0	8.568
3881.0	8.5632
3882.0	8.5584
3883.0	8.5537
3884.0	8.5489
3885.0	8.5442
3886.0	8.5394
3887.0	8.5347
3888.0	8.5299
3889.0	8.5251
3890.0	8.5204
3891.0	8.5156
3892.0	8.5109
3893.0	8.5061
3894.0	8.5014
3895.0	8.4967
3896.0	8.492
3897.0	8.4873
3898.0	8.4826
3899.0	8.4779
3900.0	8.4732
3901.0	8.4685
3902.0	8.4638
3903.0	8.4591
3904.0	8.4544
3905.0	8.4497
3906.0	8.445
3907.0	8.4403
3908.0	8.4356
3909.0	8.4309
3910.0	8.4262
3911.0	8.4216
3912.0	8.4169
3913.0	8.4122
3914.0	8.4075
3915.0	8.4029
3916.0	8.3982
3917.0	8.3935
3918.0	8.3889
3919.0	8.3842
3920.0	8.3795
3921.0	8.3748
3922.0	8.3702
3923.0	8.3655
3924.0	8.3609
3925.0	8.3563
3926.0	8.3516
3927.0	8.347
3928.0	8.3423
3929.0	8.3377
3930.0	8.3331
3931.0	8.3285
3932.0	8.3238
3933.0	8.3192
3934.0	8.3146
3935.0	8.31
3936.0	8.3054
3937.0	8.3008
3938.0	8.2962
3939.0	8.2916
3940.0	8.2869
3941.0	8.2823
3942.0	8.2777
3943.0	8.2732
3944.0	8.2686
3945.0	8.2639
3946.0	8.2596
3947.0	8.2548
3948.0	8.2502
3949.0	8.2639
3950.0	8.241
3951.0	8.2365
3952.0	8.2318
3953.0	8.2361
3954.0	8.2291
3955.0	8.2181
3956.0	8.2135
3957.0	8.209
3958.0	8.2044
3959.0	8.1998
3960.0	8.1953
3961.0	8.1907
3962.0	8.1862
3963.0	8.1816
3964.0	8.1771
3965.0	8.1726
3966.0	8.168
3967.0	8.1635
3968.0	8.1589
3969.0	8.1544
3970.0	8.1498
3971.0	8.1453
3972.0	8.1408
3973.0	8.1363
3974.0	8.1317
3975.0	8.1272
3976.0	8.1226
3977.0	8.7455
3978.0	8.1137
3979.0	8.1091
3980.0	8.1046
3981.0	8.1001
3982.0	8.0956
3983.0	8.0911
3984.0	8.0866
3985.0	8.0821
3986.0	8.0776
3987.0	8.0731
3988.0	8.0686
3989.0	8.0642
3990.0	8.0597
3991.0	8.0552
3992.0	8.0508
3993.0	8.0463
3994.0	8.0418
3995.0	8.0373
3996.0	8.0328
3997.0	8.0283
3998.0	8.0238
3999.0	8.0194
4000.0	8.0345
4001.0	8.0105
4002.0	8.006
4003.0	8.0015
4004.0	7.9973
4005.0	7.9928
4006.0	7.9883
4007.0	7.9839
4008.0	7.9794
4009.0	7.9749
4010.0	7.9705
4011.0	7.966
4012.0	7.9616
4013.0	7.9571
4014.0	7.9527
4015.0	7.9482
4016.0	7.9438
4017.0	7.9394
4018.0	7.935
4019.0	7.9306
4020.0	7.9262
4021.0	7.9218
4022.0	7.9174
4023.0	7.913
4024.0	7.9086
4025.0	7.9042
4026.0	7.8998
4027.0	7.8953
4028.0	7.8909
4029.0	7.8865
4030.0	7.8822
4031.0	7.8778
4032.0	7.8734
4033.0	7.869
4034.0	7.8646
4035.0	7.8602
4036.0	7.8558
4037.0	7.8514
4038.0	7.847
4039.0	7.8426
4040.0	7.8383
4041.0	7.8339
4042.0	7.8296
4043.0	7.8252
4044.0	7.8209
4045.0	7.8165
4046.0	7.813
4047.0	7.8079
4048.0	7.8035
4049.0	7.7999
4050.0	7.7948
4051.0	7.7914
4052.0	7.786
4053.0	7.7827
4054.0	7.7783
4055.0	7.7737
4056.0	7.7688
4057.0	7.7643
4058.0	7.7601
4059.0	7.7558
4060.0	7.7514
4061.0	7.7471
4062.0	7.7428
4063.0	7.7385
4064.0	7.7342
4065.0	7.7299
4066.0	7.7255
4067.0	7.7213
4068.0	7.7168
4069.0	7.7126
4070.0	7.7083
4071.0	7.704
4072.0	7.6997
4073.0	7.6954
4074.0	7.6912
4075.0	7.6868
4076.0	7.6825
4077.0	7.6782
4078.0	7.674
4079.0	7.6704
4080.0	7.6657
4081.0	7.6612
4082.0	7.6568
4083.0	7.6526
4084.0	7.6483
4085.0	7.6441
4086.0	7.6398
4087.0	7.6356
4088.0	7.6313
4089.0	7.6272
4090.0	7.623
4091.0	7.6185
4092.0	7.6143
4093.0	7.61
4094.0	7.6057
4095.0	7.6015
4096.0	7.5973
4097.0	7.593
4098.0	7.5888
4099.0	7.5846
4100.0	7.5803
4101.0	7.5761
4102.0	7.5718
4103.0	7.5676
4104.0	7.5634
4105.0	7.5592
4106.0	7.555
4107.0	7.5508
4108.0	7.5466
4109.0	7.5423
4110.0	7.5386
4111.0	7.5339
4112.0	7.5297
4113.0	7.5255
4114.0	7.5214
4115.0	7.5172
4116.0	7.513
4117.0	7.5088
4118.0	7.5045
4119.0	7.5003
4120.0	7.4962
4121.0	7.492
4122.0	7.4878
4123.0	7.4836
4124.0	7.4794
4125.0	7.4752
4126.0	7.471
4127.0	7.4669
4128.0	7.4627
4129.0	7.4586
4130.0	7.4545
4131.0	7.4502
4132.0	7.4463
4133.0	7.4422
4134.0	7.4378
4135.0	7.4336
4136.0	7.4294
4137.0	7.4254
4138.0	7.4213
4139.0	7.417
4140.0	7.4129
4141.0	7.4087
4142.0	7.4046
4143.0	7.4004
4144.0	7.3963
4145.0	7.3921
4146.0	7.388
4147.0	7.3839
4148.0	7.3798
4149.0	7.3757
4150.0	7.3719
4151.0	7.3674
4152.0	7.3633
4153.0	7.3592
4154.0	7.3551
4155.0	7.351
4156.0	7.3469
4157.0	7.3428
4158.0	7.3386
4159.0	7.3345
4160.0	7.3305
4161.0	7.3264
4162.0	7.3223
4163.0	7.3183
4164.0	7.3143
4165.0	7.3101
4166.0	7.4087
4167.0	7.5811
4168.0	7.2981
4169.0	7.294
4170.0	7.29
4171.0	7.286
4172.0	7.2819
4173.0	7.2779
4174.0	7.2739
4175.0	7.2698
4176.0	7.2658
4177.0	7.2618
4178.0	7.2577
4179.0	7.2537
4180.0	7.2497
4181.0	7.2457
4182.0	7.2417
4183.0	7.2377
4184.0	7.2337
4185.0	7.2296
4186.0	7.2256
4187.0	7.2217
4188.0	7.2177
4189.0	7.2137
4190.0	7.2097
4191.0	7.2715
4192.0	7.2016
4193.0	7.1977
4194.0	7.1937
4195.0	7.1897
4196.0	7.1857
4197.0	7.1817
4198.0	7.1777
4199.0	7.1738
4200.0	7.1698
4201.0	7.1658
4202.0	7.1618
4203.0	7.1579
4204.0	7.1539
4205.0	7.1499
4206.0	7.146
4207.0	7.142
4208.0	7.1381
4209.0	7.1341
4210.0	7.1302
4211.0	7.1262
4212.0	7.1222
4213.0	7.1183
4214.0	7.1143
4215.0	7.1104
4216.0	7.1065
4217.0	7.1025
4218.0	7.1896
4219.0	7.0947
4220.0	7.0907
4221.0	7.0868
4222.0	7.0829
4223.0	7.079
4224.0	7.075
4225.0	7.0711
4226.0	7.0672
4227.0	7.0632
4228.0	7.0593
4229.0	7.0554
4230.0	7.0515
4231.0	7.0476
4232.0	7.0437
4233.0	7.0398
4234.0	7.0359
4235.0	7.032
4236.0	7.0281
4237.0	7.0242
4238.0	7.0203
4239.0	7.0164
4240.0	7.0266
4241.0	7.0086
4242.0	7.0047
4243.0	7.0009
4244.0	6.997
4245.0	6.9931
4246.0	6.9892
4247.0	6.9853
4248.0	6.9814
4249.0	6.9776
4250.0	6.9737
4251.0	6.9698
4252.0	6.966
4253.0	6.9621
4254.0	6.9582
4255.0	6.9544
4256.0	6.9505
4257.0	6.9466
4258.0	6.9428
4259.0	6.9389
4260.0	6.9351
4261.0	6.9313
4262.0	6.9274
4263.0	6.9236
4264.0	6.9197
4265.0	6.9159
4266.0	6.912
4267.0	6.9082
4268.0	6.9044
4269.0	6.9006
4270.0	6.8967
4271.0	6.8929
4272.0	6.8891
4273.0	6.8853
4274.0	6.8814
4275.0	6.8776
4276.0	6.8738
4277.0	6.87
4278.0	6.8662
4279.0	6.8624
4280.0	6.8586
4281.0	6.8548
4282.0	6.851
4283.0	6.8472
4284.0	6.8435
4285.0	6.8397
4286.0	6.8359
4287.0	6.8321
4288.0	6.8283
4289.0	6.8245
4290.0	6.8208
4291.0	6.817
4292.0	6.8132
4293.0	6.8094
4294.0	6.8056
4295.0	6.8018
4296.0	6.798
4297.0	6.7943
4298.0	6.7905
4299.0	6.7867
4300.0	6.7829
4301.0	6.7791
4302.0	6.7754
4303.0	6.7716
4304.0	6.7679
4305.0	6.7641
4306.0	6.7604
4307.0	6.7566
4308.0	6.7529
4309.0	6.7491
4310.0	6.7454
4311.0	6.7417
4312.0	6.7379
4313.0	6.7342
4314.0	6.7304
4315.0	6.7267
4316.0	6.7229
4317.0	6.7192
4318.0	6.7154
4319.0	6.7117
4320.0	6.708
4321.0	6.7043
4322.0	6.7006
4323.0	6.6968
4324.0	6.6931
4325.0	6.6894
4326.0	6.6857
4327.0	6.682
4328.0	6.6782
4329.0	6.6745
4330.0	6.6708
4331.0	6.6671
4332.0	6.6634
4333.0	6.6597
4334.0	6.656
4335.0	6.6523
4336.0	6.6486
4337.0	6.6449
4338.0	6.6412
4339.0	6.6375
4340.0	6.6338
4341.0	6.6302
4342.0	6.6265
4343.0	6.6229
4344.0	6.6192
4345.0	6.6155
4346.0	6.6118
4347.0	6.6081
4348.0	6.6044
4349.0	6.6007
4350.0	6.5979
4351.0	6.5937
4352.0	6.5898
4353.0	6.5862
4354.0	6.5825
4355.0	6.5788
4356.0	6.576
4357.0	6.5717
4358.0	6.5681
4359.0	6.5644
4360.0	6.5615
4361.0	6.5574
4362.0	6.5533
4363.0	6.5498
4364.0	6.546
4365.0	6.5423
4366.0	6.5387
4367.0	6.5351
4368.0	6.5315
4369.0	6.5278
4370.0	6.5242
4371.0	6.5205
4372.0	6.5169
4373.0	6.5134
4374.0	6.5097
4375.0	6.506
4376.0	6.5024
4377.0	6.4988
4378.0	6.4952
4379.0	6.4916
4380.0	6.488
4381.0	6.4845
4382.0	6.4809
4383.0	6.4773
4384.0	6.4737
4385.0	6.4701
4386.0	6.4665
4387.0	6.4629
4388.0	6.4593
4389.0	6.4557
4390.0	6.4521
4391.0	6.4485
4392.0	6.4449
4393.0	6.4414
4394.0	6.4378
4395.0	6.4342
4396.0	6.4307
4397.0	6.4271
4398.0	6.4235
4399.0	6.4199
4400.0	6.4163
4401.0	6.4127
4402.0	6.4091
4403.0	6.4056
4404.0	6.402
4405.0	6.3984
4406.0	6.3949
4407.0	6.3914
4408.0	6.3879
4409.0	6.3843
4410.0	6.3807
4411.0	6.3772
4412.0	6.3736
4413.0	6.37
4414.0	6.3665
4415.0	6.363
4416.0	6.3595
4417.0	6.356
4418.0	6.3524
4419.0	6.3489
4420.0	6.3454
4421.0	6.3418
4422.0	6.3383
4423.0	6.3348
4424.0	6.3313
4425.0	6.3278
4426.0	6.3242
4427.0	6.3207
4428.0	6.3172
4429.0	6.3137
4430.0	6.3102
4431.0	6.3067
4432.0	6.3031
4433.0	6.2996
4434.0	6.2961
4435.0	6.2926
4436.0	6.2891
4437.0	6.2856
4438.0	6.2822
4439.0	6.2787
4440.0	6.2752
4441.0	6.2717
4442.0	6.2682
4443.0	6.2647
4444.0	6.2612
4445.0	6.2577
4446.0	6.2542
4447.0	6.2507
4448.0	6.2472
4449.0	6.2438
4450.0	6.2404
4451.0	6.2371
4452.0	6.2337
4453.0	6.2303
4454.0	6.2264
4455.0	6.223
4456.0	6.2195
4457.0	6.2161
4458.0	6.2126
4459.0	6.2092
4460.0	6.2057
4461.0	6.2022
4462.0	6.1988
4463.0	6.1953
4464.0	6.1919
4465.0	6.1884
4466.0	6.185
4467.0	6.1815
4468.0	6.2791
4469.0	6.5601
4470.0	6.1713
4471.0	6.1679
4472.0	6.1645
4473.0	6.161
4474.0	6.1576
4475.0	6.1541
4476.0	6.1507
4477.0	6.1473
4478.0	6.1439
4479.0	6.1405
4480.0	6.1371
4481.0	6.1337
4482.0	6.1302
4483.0	6.1268
4484.0	6.1234
4485.0	6.12
4486.0	6.1166
4487.0	6.1131
4488.0	6.1097
4489.0	6.1063
4490.0	6.103
4491.0	6.0996
4492.0	6.0962
4493.0	6.0928
4494.0	6.0894
4495.0	6.086
4496.0	6.0826
4497.0	6.0792
4498.0	6.0758
4499.0	6.0724
4500.0	6.069
4501.0	6.0657
4502.0	6.0623
4503.0	6.059
4504.0	6.0556
4505.0	6.0522
4506.0	6.0488
4507.0	6.0455
4508.0	6.0421
4509.0	6.0388
4510.0	6.0354
4511.0	6.032
4512.0	6.8584
4513.0	6.0254
4514.0	6.0221
4515.0	6.0186
4516.0	6.0152
4517.0	6.0119
4518.0	6.0085
4519.0	6.0052
4520.0	6.0019
4521.0	5.9986
4522.0	5.9952
4523.0	5.9919
4524.0	5.9885
4525.0	5.9852
4526.0	5.9819
4527.0	5.9785
4528.0	5.9752
4529.0	5.9719
4530.0	5.9686
4531.0	5.9653
4532.0	5.962
4533.0	5.9586
4534.0	5.9553
4535.0	5.9519
4536.0	6.0505
4537.0	5.9453
4538.0	5.942
4539.0	5.9388
4540.0	5.9354
4541.0	5.9321
4542.0	5.9288
4543.0	5.9255
4544.0	5.9222
4545.0	5.9189
4546.0	5.9156
4547.0	5.9123
4548.0	5.909
4549.0	5.9057
4550.0	5.9024
4551.0	5.8991
4552.0	5.8958
4553.0	5.8926
4554.0	5.8893
4555.0	5.886
4556.0	5.8827
4557.0	5.8795
4558.0	5.8762
4559.0	5.8729
4560.0	5.8697
4561.0	5.8664
4562.0	5.8632
4563.0	5.8599
4564.0	5.8567
4565.0	5.8534
4566.0	5.8501
4567.0	5.8469
4568.0	5.8436
4569.0	5.8403
4570.0	5.8371
4571.0	5.8338
4572.0	5.8305
4573.0	5.8273
4574.0	5.824
4575.0	5.8208
4576.0	5.8175
4577.0	5.8143
4578.0	5.811
4579.0	5.8078
4580.0	5.8046
4581.0	5.8013
4582.0	5.7981
4583.0	5.7948
4584.0	5.7916
4585.0	5.7884
4586.0	5.7851
4587.0	5.7819
4588.0	5.7787
4589.0	5.7755
4590.0	5.7724
4591.0	5.769
4592.0	5.7658
4593.0	5.7626
4594.0	5.7594
4595.0	5.7562
4596.0	5.753
4597.0	5.7497
4598.0	5.7465
4599.0	5.7433
4600.0	5.9611
4601.0	5.7768
4602.0	5.7337
4603.0	5.7305
4604.0	5.7274
4605.0	5.7242
4606.0	5.7209
4607.0	5.7177
4608.0	5.7145
4609.0	5.7114
4610.0	5.7082
4611.0	5.705
4612.0	5.7018
4613.0	5.6987
4614.0	5.6955
4615.0	5.6923
4616.0	5.6891
4617.0	5.686
4618.0	5.6828
4619.0	5.6796
4620.0	5.6764
4621.0	5.6733
4622.0	5.6701
4623.0	5.6669
4624.0	5.6638
4625.0	5.6606
4626.0	5.6574
4627.0	5.6543
4628.0	5.6511
4629.0	5.648
4630.0	5.6448
4631.0	5.6416
4632.0	5.639
4633.0	5.6361
4634.0	5.6322
4635.0	5.6291
4636.0	5.6259
4637.0	5.6228
4638.0	5.6197
4639.0	5.6166
4640.0	5.6134
4641.0	5.6102
4642.0	5.6071
4643.0	5.604
4644.0	5.6015
4645.0	5.5977
4646.0	5.5946
4647.0	5.5915
4648.0	5.5884
4649.0	5.5853
4650.0	5.5821
4651.0	5.579
4652.0	5.5758
4653.0	5.5731
4654.0	5.5697
4655.0	5.5666
4656.0	5.5634
4657.0	5.5603
4658.0	5.5573
4659.0	5.5549
4660.0	5.5514
4661.0	5.5485
4662.0	5.5451
4663.0	5.5417
4664.0	5.5387
4665.0	5.5361
4666.0	5.5327
4667.0	5.5294
4668.0	5.5263
4669.0	5.5232
4670.0	5.5201
4671.0	5.517
4672.0	5.5139
4673.0	5.5108
4674.0	5.5078
4675.0	5.5047
4676.0	5.5017
4677.0	5.4986
4678.0	5.4956
4679.0	5.4932
4680.0	5.4894
4681.0	5.4863
4682.0	5.4832
4683.0	5.4802
4684.0	5.4773
4685.0	5.4741
4686.0	5.471
4687.0	5.4679
4688.0	5.4649
4689.0	5.4618
4690.0	5.4588
4691.0	5.4557
4692.0	5.4527
4693.0	5.4496
4694.0	5.4466
4695.0	5.4436
4696.0	5.4405
4697.0	5.4375
4698.0	5.4345
4699.0	5.4315
4700.0	5.4284
4701.0	5.4254
4702.0	5.4224
4703.0	5.4193
4704.0	5.4163
4705.0	5.4133
4706.0	5.4102
4707.0	5.4072
4708.0	5.4041
4709.0	5.4011
4710.0	5.3982
4711.0	5.3952
4712.0	5.3921
4713.0	5.3891
4714.0	5.3861
4715.0	5.3831
4716.0	5.3801
4717.0	5.3771
4718.0	5.3741
4719.0	5.3711
4720.0	5.3681
4721.0	5.3651
4722.0	5.3621
4723.0	5.3591
4724.0	5.4091
4725.0	5.3531
4726.0	5.3505
4727.0	5.3471
4728.0	5.3442
4729.0	5.3412
4730.0	5.3382
4731.0	5.3353
4732.0	5.3322
4733.0	5.3293
4734.0	5.4815
4735.0	5.3235
4736.0	5.3203
4737.0	5.3174
4738.0	5.3143
4739.0	5.3114
4740.0	5.3084
4741.0	5.3055
4742.0	5.3025
4743.0	5.2996
4744.0	5.2966
4745.0	5.2937
4746.0	5.2907
4747.0	5.2877
4748.0	5.2848
4749.0	5.2818
4750.0	5.2789
4751.0	5.2759
4752.0	5.273
4753.0	5.2701
4754.0	5.2671
4755.0	5.2641
4756.0	5.2612
4757.0	5.2582
4758.0	5.2553
4759.0	5.2524
4760.0	5.2494
4761.0	5.2465
4762.0	5.2436
4763.0	5.2407
4764.0	5.2377
4765.0	5.2348
4766.0	5.2319
4767.0	5.229
4768.0	5.226
4769.0	5.2231
4770.0	5.2202
4771.0	5.2173
4772.0	5.2144
4773.0	5.2115
4774.0	5.2086
4775.0	5.2056
4776.0	5.2027
4777.0	5.1998
4778.0	5.1969
4779.0	5.194
4780.0	5.1911
4781.0	5.1882
4782.0	5.1853
4783.0	5.1824
4784.0	5.1795
4785.0	5.1766
4786.0	5.1737
4787.0	5.1708
4788.0	5.1679
4789.0	5.165
4790.0	5.1622
4791.0	5.1593
4792.0	5.1564
4793.0	5.1535
4794.0	5.1506
4795.0	5.1478
4796.0	5.1449
4797.0	5.142
4798.0	5.1391
4799.0	5.1363
4800.0	5.1334
4801.0	5.1305
4802.0	5.1277
4803.0	5.1248
4804.0	5.1219
4805.0	5.1191
4806.0	5.1162
4807.0	5.1134
4808.0	5.1105
4809.0	5.1076
4810.0	5.1048
4811.0	5.1019
4812.0	5.0991
4813.0	5.0962
4814.0	5.0933
4815.0	5.0905
4816.0	5.0876
4817.0	5.0848
4818.0	5.082
4819.0	5.0791
4820.0	5.0763
4821.0	5.0736
4822.0	5.0707
4823.0	5.0678
4824.0	5.065
4825.0	5.0622
4826.0	5.0593
4827.0	5.0565
4828.0	5.0537
4829.0	5.0509
4830.0	5.0481
4831.0	5.0452
4832.0	5.0424
4833.0	5.0396
4834.0	5.0368
4835.0	5.034
4836.0	5.0312
4837.0	5.0283
4838.0	5.0255
4839.0	5.0227
4840.0	5.0199
4841.0	5.017
4842.0	5.0142
4843.0	5.0114
4844.0	5.0086
4845.0	5.0058
4846.0	5.003
4847.0	5.0002
