# Data was provided from Jon Gudmundsson
# freq[GHz]	T_rj[K_rj]
18.89365	150.7427
18.89815	150.7251
18.9049	150.702
18.91502	150.6662
18.9302	150.6118
18.95298	150.5303
18.98715	150.4113
19.0384	150.2294
19.09843	150.0192
19.13846	149.8771
19.16514	149.786
19.18293	149.7233
19.19478	149.6825
19.20269	149.6553
19.20796	149.636
19.21147	149.6234
19.21382	149.6149
19.21538	149.6093
19.21642	149.6062
19.21711	149.6035
19.21758	149.6018
19.21788	149.6007
19.21809	149.5997
19.21823	149.599
19.21832	149.5987
19.21838	149.5985
19.21842	149.5983
19.21845	149.5982
19.21847	149.5982
19.21849	149.5981
19.21852	149.598
19.21857	149.5978
19.21864	149.5976
19.21875	149.5972
19.21891	149.5968
19.21915	149.5964
19.21952	149.5953
19.22006	149.5932
19.22089	149.59
19.22212	149.5852
19.22397	149.5793
19.22674	149.5704
19.2309	149.5538
19.23713	149.5321
19.24649	149.5002
19.26052	149.4525
19.28158	149.3774
19.31315	149.2664
19.36052	149.1024
19.43157	148.8559
19.54024	148.4768
19.61269	148.227
19.66098	148.06
19.69318	147.9483
19.71465	147.8757
19.72896	147.8246
19.7385	147.7916
19.74486	147.7698
19.7491	147.7556
19.75193	147.7449
19.75381	147.7398
19.75507	147.7347
19.75591	147.7327
19.75646	147.731
19.75684	147.7294
19.75709	147.7283
19.75725	147.7277
19.75736	147.7273
19.75743	147.7271
19.75748	147.727
19.75752	147.7269
19.75754	147.7269
19.75756	147.7268
19.75758	147.7267
19.75762	147.7267
19.75768	147.7265
19.75777	147.7262
19.75791	147.7259
19.75812	147.7253
19.75842	147.7243
19.75888	147.7228
19.75958	147.7199
19.76061	147.7166
19.76217	147.7115
19.7645	147.7032
19.768	147.6912
19.77325	147.6737
19.78112	147.6458
19.79294	147.6044
19.81065	147.5442
19.8199	147.5131
19.82606	147.4926
19.83017	147.4769
19.83291	147.4676
19.83474	147.4627
19.83595	147.4577
19.83677	147.4554
19.83731	147.4536
19.83767	147.4523
19.83791	147.4512
19.83807	147.4503
19.83817	147.4497
19.83825	147.4493
19.83829	147.449
19.83833	147.4488
19.83835	147.4487
19.83837	147.4486
19.8384	147.4484
19.83844	147.4482
19.83851	147.4479
19.83861	147.4476
19.83876	147.4472
19.83899	147.4469
19.83933	147.4467
19.83985	147.4452
19.84062	147.4414
19.84177	147.4386
19.84351	147.4312
19.84611	147.4222
19.85001	147.4086
19.85586	147.3896
19.86464	147.3593
19.8778	147.3141
19.89755	147.247
19.92717	147.1455
19.9716	146.9927
20.03825	146.7661
20.14933	146.388
20.22338	146.1366
20.27275	145.9684
20.30567	145.8577
20.32761	145.7836
20.34224	145.7325
20.35199	145.7
20.35849	145.6776
20.36283	145.6634
20.36572	145.6523
20.36764	145.6469
20.36893	145.6418
20.36978	145.6395
20.37035	145.637
20.37073	145.6353
20.37099	145.6345
20.37116	145.6341
20.37127	145.6338
20.37134	145.6337
20.3714	145.6336
20.37143	145.6335
20.37145	145.6335
20.37148	145.6334
20.37152	145.6333
20.37157	145.6331
20.37166	145.6329
20.3718	145.6326
20.372	145.6319
20.3723	145.6309
20.37275	145.6296
20.37342	145.6274
20.37444	145.6232
20.37596	145.6186
20.37824	145.6107
20.38165	145.5995
20.38678	145.5806
20.39448	145.5549
20.40602	145.5172
20.42333	145.4579
20.44929	145.3716
20.48824	145.2393
20.54666	145.0415
20.6042	144.8482
20.64256	144.7189
20.66813	144.6322
20.68518	144.5754
20.69654	144.5363
20.70412	144.5115
20.70917	144.496
20.71254	144.484
20.71478	144.4761
20.71628	144.4708
20.71728	144.4664
20.71794	144.4646
20.71839	144.4638
20.71868	144.463
20.71888	144.4624
20.71901	144.4619
20.7191	144.4616
20.71916	144.4614
20.71919	144.4612
20.71922	144.4611
20.71925	144.461
20.71929	144.4609
20.71935	144.4607
20.71943	144.4604
20.71957	144.46
20.71977	144.4593
20.72007	144.458
20.72052	144.4562
20.7212	144.4541
20.72222	144.4508
20.72374	144.446
20.72602	144.4381
20.72945	144.4251
20.73147	144.4185
20.73281	144.4157
20.73371	144.4128
20.7343	144.4108
20.7347	144.4092
20.73497	144.4079
20.73515	144.4071
20.73526	144.4067
20.73534	144.4064
20.73539	144.4062
20.73543	144.4061
20.73545	144.4061
20.73547	144.406
20.7355	144.406
20.73554	144.4058
20.73561	144.4057
20.73571	144.4053
20.73585	144.4049
20.73607	144.4044
20.7364	144.4038
20.73689	144.4023
20.73763	144.3987
20.73874	144.395
20.74041	144.3893
20.7429	144.3811
20.74665	144.3682
20.75226	144.3492
20.76069	144.3221
20.77542	144.2715
20.78524	144.2396
20.79178	144.2177
20.79615	144.2034
20.79906	144.1922
20.80099	144.1854
20.80229	144.1819
20.80315	144.1787
20.80373	144.1777
20.80411	144.1767
20.80436	144.1759
20.80453	144.175
20.80465	144.1743
20.80472	144.1739
20.80477	144.1736
20.80481	144.1735
20.80483	144.1733
20.80486	144.1732
20.8049	144.173
20.80495	144.1727
20.80504	144.1723
20.80517	144.1718
20.80537	144.1711
20.80566	144.1709
20.8061	144.1703
20.80677	144.1674
20.80776	144.1638
20.80925	144.1593
20.81149	144.1506
20.81485	144.1398
20.81989	144.1232
20.82744	144.0985
20.83877	144.0603
20.84337	144.0442
20.84644	144.0341
20.84848	144.0278
20.84985	144.0227
20.85076	144.0208
20.85136	144.018
20.85177	144.0163
20.85204	144.0153
20.85221	144.0147
20.85233	144.0144
20.85242	144.0142
20.85247	144.014
20.8525	144.0139
20.85253	144.0138
20.85255	144.0138
20.85259	144.0137
20.85266	144.0136
20.85275	144.0134
20.85288	144.0131
20.85309	144.0127
20.85339	144.0113
20.85385	144.009
20.85454	144.0074
20.85558	144.0044
20.85713	143.9997
20.85946	143.9923
20.86295	143.9781
20.86819	143.9606
20.87605	143.9362
20.88783	143.8949
20.92344	143.7783
20.94718	143.6994
20.96301	143.6452
20.97356	143.6098
20.9806	143.5887
20.98529	143.5715
20.98841	143.561
20.9905	143.5537
20.99189	143.5496
20.99281	143.5459
20.99343	143.5439
20.99384	143.5427
20.99412	143.5418
20.9943	143.5413
20.99442	143.5408
20.9945	143.5405
20.99456	143.5403
20.99459	143.5401
20.99462	143.5401
20.99464	143.54
20.99467	143.5399
20.99471	143.5398
20.99478	143.5396
20.99488	143.5393
20.99503	143.5389
20.99526	143.5382
20.99561	143.5371
20.99612	143.5349
20.99689	143.5328
20.99805	143.5294
20.99978	143.5227
21.00239	143.5138
21.00629	143.5004
21.01215	143.4815
21.02094	143.4516
21.03412	143.4095
21.0539	143.344
21.05952	143.3243
21.06328	143.3123
21.06578	143.3036
21.06744	143.2981
21.06855	143.2938
21.0693	143.2917
21.06979	143.2906
21.07012	143.2895
21.07034	143.2885
21.07048	143.2878
21.07058	143.2874
21.07065	143.2872
21.07069	143.287
21.07072	143.2869
21.07074	143.2868
21.07076	143.2868
21.07079	143.2867
21.07084	143.2865
21.07091	143.2863
21.07101	143.286
21.07117	143.2857
21.0714	143.2852
21.07176	143.2845
21.07229	143.2827
21.07308	143.2787
21.07427	143.2762
21.07606	143.2696
21.07874	143.2607
21.08277	143.2483
21.0888	143.2277
21.10399	143.177
21.11411	143.1434
21.12086	143.12
21.12536	143.1076
21.12836	143.0979
21.13036	143.0898
21.13169	143.0865
21.13258	143.0821
21.13317	143.0806
21.13357	143.0795
21.13383	143.0786
21.13401	143.078
21.13412	143.0775
21.1342	143.0773
21.13425	143.0771
21.13429	143.077
21.13431	143.0769
21.13434	143.0768
21.13437	143.0767
21.13443	143.0765
21.13452	143.0763
21.13465	143.0759
21.13484	143.0753
21.13513	143.0745
21.13556	143.0732
21.13621	143.0706
21.13719	143.0669
21.13865	143.0613
21.14085	143.055
21.14415	143.0453
21.14909	143.0294
21.1565	143.0036
21.16763	142.9676
21.18431	142.9113
21.21798	142.8001
21.24043	142.7267
21.25539	142.6797
21.26537	142.6468
21.27202	142.6248
21.27645	142.6082
21.27941	142.6004
21.28138	142.5932
21.28269	142.5896
21.28357	142.5861
21.28415	142.5844
21.28454	142.5838
21.2848	142.5833
21.28498	142.5827
21.28509	142.5821
21.28517	142.5817
21.28522	142.5814
21.28525	142.5813
21.28527	142.5811
21.2853	142.581
21.28533	142.5809
21.28538	142.5806
21.28545	142.5802
21.28556	142.5796
21.28573	142.5788
21.28597	142.5777
21.28635	142.5766
21.28691	142.5753
21.28774	142.5731
21.289	142.5684
21.29088	142.562
21.2937	142.5536
21.29794	142.5399
21.30429	142.5175
21.31383	142.4852
21.32812	142.4398
21.34957	142.3722
21.38174	142.2675
21.38505	142.2545
21.38726	142.2485
21.38873	142.2444
21.38971	142.2409
21.39037	142.2375
21.3908	142.2365
21.39109	142.2359
21.39129	142.2352
21.39142	142.2346
21.3915	142.2343
21.39156	142.2341
21.3916	142.2339
21.39162	142.2338
21.39165	142.2337
21.39169	142.2336
21.39175	142.2334
21.39184	142.2331
21.39197	142.2327
21.39217	142.2322
21.39247	142.2318
21.39292	142.2302
21.39359	142.2275
21.3946	142.2244
21.39611	142.2205
21.39838	142.2131
21.40179	142.2017
21.4069	142.1839
21.41456	142.1603
21.42606	142.1201
21.51851	141.8225
21.58014	141.6226
21.62123	141.4888
21.64863	141.3983
21.66689	141.3396
21.67906	141.3008
21.68718	141.2733
21.69259	141.2557
21.6962	141.2435
21.6986	141.2353
21.70021	141.2313
21.70128	141.2276
21.70199	141.2258
21.70246	141.2243
21.70278	141.223
21.70299	141.222
21.70313	141.2213
21.70323	141.2208
21.70329	141.2205
21.70333	141.2203
21.70336	141.2202
21.70338	141.2201
21.70342	141.22
21.70347	141.2198
21.70355	141.2195
21.70367	141.219
21.70386	141.2184
21.70413	141.2178
21.70454	141.2168
21.70515	141.2148
21.70608	141.2115
21.70746	141.2078
21.70953	141.2005
21.71264	141.1899
21.71731	141.1743
21.72431	141.1524
21.73481	141.1165
21.75056	141.0671
21.77418	140.9909
21.80962	140.8758
21.81242	140.865
21.81429	140.86
21.81554	140.8549
21.81637	140.8527
21.81692	140.8513
21.81729	140.8497
21.81754	140.8487
21.8177	140.8481
21.81781	140.8477
21.81788	140.8474
21.81793	140.8473
21.81796	140.8472
21.81798	140.8471
21.81801	140.847
21.81805	140.8469
21.81811	140.8467
21.8182	140.8464
21.81834	140.8459
21.81854	140.8452
21.81885	140.8444
21.81931	140.8435
21.82001	140.8415
21.82104	140.8383
21.8226	140.8328
21.82494	140.8235
21.82844	140.8133
21.8337	140.7963
21.84158	140.7702
21.8534	140.7306
21.98046	140.3152
22.06516	140.0356
22.12162	139.8505
22.15927	139.7259
22.18436	139.6427
22.2011	139.5879
22.21225	139.5501
22.21968	139.5248
22.22464	139.5086
22.22795	139.499
22.23015	139.4913
22.23162	139.4859
22.2326	139.4831
22.23325	139.4809
22.23369	139.4794
22.23398	139.4786
22.23417	139.4779
22.2343	139.4775
22.23438	139.4772
22.23444	139.477
22.23448	139.4769
22.23451	139.4768
22.23453	139.4767
22.23457	139.4766
22.23462	139.4763
22.23471	139.476
22.23484	139.4756
22.23503	139.475
22.23532	139.4743
22.23574	139.4727
22.23639	139.4698
22.23735	139.468
22.23881	139.4628
22.24098	139.4554
22.24424	139.4457
22.24913	139.4287
22.25647	139.4037
22.26748	139.3677
22.284	139.3133
22.30877	139.2329
22.34592	139.11
22.3486	139.1019
22.35039	139.0958
22.35157	139.0916
22.35237	139.0892
22.3529	139.0871
22.35325	139.0857
22.35348	139.0852
22.35364	139.085
22.35374	139.0848
22.35381	139.0846
22.35386	139.0845
22.35389	139.0844
22.35391	139.0844
22.35394	139.0843
22.35397	139.0842
22.35402	139.0841
22.3541	139.0839
22.35421	139.0836
22.35439	139.083
22.35465	139.0818
22.35504	139.0806
22.35562	139.079
22.3565	139.0759
22.35782	139.0724
22.35979	139.0646
22.36275	139.0561
22.3672	139.0408
22.46249	138.7326
22.52602	138.5275
22.56837	138.3952
22.59661	138.3077
22.61543	138.2504
22.62798	138.2121
22.63635	138.1876
22.64192	138.1691
22.64564	138.1598
22.64812	138.1523
22.64977	138.1469
22.65088	138.1436
22.65161	138.1414
22.6521	138.1403
22.65243	138.1395
22.65264	138.1389
22.65279	138.1385
22.65289	138.1381
22.65295	138.1379
22.65299	138.1378
22.65302	138.1377
22.65305	138.1376
22.65309	138.1375
22.65314	138.1374
22.65323	138.1371
22.65336	138.1367
22.65355	138.1359
22.65384	138.1347
22.65428	138.1331
22.65494	138.131
22.65592	138.1275
22.65739	138.124
22.65961	138.1173
22.66292	138.1081
22.6679	138.0936
22.67472	138.0731
22.67927	138.0588
22.6823	138.0506
22.68432	138.0442
22.68567	138.0414
22.68656	138.0381
22.68716	138.0366
22.68756	138.0357
22.68783	138.0351
22.688	138.0347
22.68812	138.0343
22.6882	138.0341
22.68825	138.034
22.68829	138.034
22.68831	138.0339
22.68833	138.0338
22.68836	138.0338
22.68841	138.0336
22.68848	138.0334
22.68858	138.0331
22.68874	138.0326
22.68898	138.0317
22.68933	138.0305
22.68986	138.029
22.69065	138.0266
22.69184	138.0233
22.69363	138.0182
22.69631	138.0108
22.70033	137.9979
22.70636	137.9803
22.7154	137.9558
22.7211	137.9406
22.72489	137.9294
22.72742	137.9226
22.72911	137.9164
22.73024	137.9133
22.73099	137.9108
22.73149	137.9097
22.73182	137.9091
22.73204	137.9087
22.73219	137.9083
22.73229	137.9081
22.73236	137.9079
22.7324	137.9077
22.73243	137.9076
22.73245	137.9075
22.73249	137.9074
22.73254	137.9072
22.73261	137.9069
22.73273	137.9065
22.73291	137.9059
22.73317	137.9051
22.73356	137.904
22.73415	137.9023
22.73503	137.9005
22.73635	137.8961
22.73833	137.8913
22.74131	137.8821
22.74578	137.8696
22.75247	137.8512
22.76251	137.8232
22.77758	137.7809
22.79647	137.7313
22.80906	137.6958
22.81745	137.6754
22.82305	137.6588
22.82678	137.6514
22.82927	137.6439
22.83093	137.6385
22.83203	137.6371
22.83277	137.635
22.83326	137.6332
22.83359	137.6323
22.83381	137.6316
22.83395	137.6311
22.83405	137.6308
22.83411	137.6306
22.83416	137.6304
22.83418	137.6303
22.83421	137.6303
22.83425	137.6302
22.8343	137.63
22.83439	137.6298
22.83452	137.6295
22.83471	137.6292
22.835	137.6289
22.83543	137.6282
22.83608	137.6256
22.83705	137.6225
22.83851	137.6196
22.84069	137.6144
22.84398	137.6047
22.84889	137.5916
22.85627	137.5732
22.86734	137.5449
22.88395	137.5011
22.89762	137.466
22.90674	137.4449
22.91282	137.4298
22.91688	137.4193
22.91958	137.4129
22.92138	137.4088
22.92258	137.4049
22.92338	137.4035
22.92391	137.4018
22.92427	137.4006
22.92451	137.3999
22.92467	137.3996
22.92477	137.3994
22.92484	137.3994
22.92489	137.3993
22.92492	137.3993
22.92494	137.3992
22.92497	137.3992
22.92501	137.3992
22.92507	137.3991
22.92515	137.3989
22.92529	137.3986
22.92549	137.398
22.92579	137.3972
22.92624	137.3961
22.92692	137.3944
22.92793	137.3917
22.92945	137.3877
22.93173	137.382
22.93516	137.3743
22.94029	137.3623
22.94799	137.3413
22.95954	137.3132
22.97687	137.2728
23.00286	137.2092
23.00351	137.2076
23.00395	137.2062
23.00424	137.2053
23.00443	137.2047
23.00456	137.2043
23.00465	137.2041
23.00471	137.2039
23.00474	137.2039
23.00477	137.2038
23.0048	137.2038
23.00484	137.2037
23.00491	137.2036
23.00501	137.2035
23.00517	137.2033
23.0054	137.2029
23.00574	137.2023
23.00626	137.2007
23.00703	137.1983
23.03765	137.1265
23.05806	137.0767
23.07167	137.0442
23.08074	137.0245
23.08679	137.0116
23.09082	137.0021
23.09351	136.9955
23.0953	136.9909
23.09649	136.9892
23.09729	136.9858
23.09782	136.984
23.09817	136.9834
23.09841	136.9831
23.09857	136.983
23.09867	136.9829
23.09874	136.9828
23.09879	136.9828
23.09882	136.9827
23.09885	136.9827
23.09889	136.9827
23.09895	136.9826
23.09904	136.9825
23.09919	136.9824
23.0994	136.9822
23.09971	136.9809
23.10019	136.9786
23.1009	136.9772
23.10197	136.9756
23.10357	136.9706
23.10598	136.9669
23.10958	136.9569
23.11499	136.9442
23.1231	136.9261
23.13527	136.8985
23.15353	136.8571
23.18091	136.7956
23.19804	136.7565
23.20946	136.7311
23.21707	136.7152
23.22214	136.7024
23.22552	136.6948
23.22778	136.689
23.22928	136.6865
23.23029	136.684
23.23095	136.682
23.2314	136.6814
23.2317	136.6809
23.23189	136.6803
23.23203	136.68
23.23211	136.6797
23.23217	136.6795
23.23221	136.6794
23.23224	136.6793
23.23226	136.6792
23.2323	136.6791
23.23235	136.6789
23.23244	136.6786
23.23256	136.6781
23.23274	136.6777
23.23302	136.6772
23.23344	136.6767
23.23406	136.6759
23.23499	136.6736
23.2364	136.6703
23.2385	136.6658
23.24166	136.6575
23.24639	136.6476
23.25349	136.6314
23.26414	136.6073
23.28012	136.5728
23.30408	136.5207
23.34002	136.4431
23.39394	136.3285
23.47482	136.1605
23.53572	136.0434
23.57632	135.9698
23.60339	135.9233
23.62144	135.895
23.63347	135.8773
23.64149	135.8641
23.64683	135.8583
23.6504	135.8511
23.65277	135.8503
23.65436	135.8466
23.65541	135.8457
23.65612	135.8446
23.65659	135.8438
23.6569	135.8429
23.65711	135.8424
23.65725	135.8421
23.65734	135.8419
23.6574	135.8418
23.65744	135.8417
23.65747	135.8416
23.6575	135.8416
23.65753	135.8416
23.65759	135.8415
23.65767	135.8415
23.65779	135.8414
23.65797	135.8414
23.65825	135.8413
23.65867	135.841
23.65929	135.84
23.66022	135.8376
23.66162	135.8358
23.66372	135.8324
23.66686	135.8282
23.6761	135.8158
23.68225	135.8094
23.68635	135.8046
23.68909	135.8005
23.69091	135.7981
23.69213	135.7967
23.69294	135.7962
23.69348	135.7959
23.69384	135.7951
23.69408	135.7945
23.69424	135.7942
23.69435	135.7939
23.69442	135.7938
23.69446	135.7937
23.6945	135.7936
23.69452	135.7936
23.69455	135.7935
23.6946	135.7934
23.69467	135.7933
23.69478	135.7932
23.69495	135.7932
23.6952	135.793
23.69558	135.7928
23.69614	135.7928
23.69698	135.7907
23.69825	135.7885
23.70014	135.7865
23.70299	135.7846
23.70726	135.779
23.7124	135.7731
23.71583	135.7705
23.71811	135.7672
23.71964	135.7666
23.72066	135.7646
23.72133	135.7639
23.72178	135.7636
23.72208	135.7634
23.72228	135.7631
23.72242	135.7627
23.72251	135.7625
23.72257	135.7624
23.72261	135.7623
23.72263	135.7623
23.72265	135.7623
23.72269	135.7622
23.72274	135.7622
23.72281	135.7621
23.72292	135.7619
23.72308	135.7617
23.72333	135.7617
23.7237	135.7617
23.72425	135.7612
23.72508	135.7599
23.72633	135.7581
23.7282	135.7568
23.731	135.7561
23.73521	135.7513
23.74152	135.7447
23.75098	135.7364
23.76518	135.7242
23.78647	135.7103
23.81438	135.6953
23.83298	135.6877
23.84538	135.6847
23.85365	135.6835
23.85916	135.6835
23.86284	135.684
23.86529	135.6839
23.86692	135.6839
23.86801	135.6831
23.86873	135.6828
23.86922	135.6824
23.86954	135.6823
23.86975	135.6824
23.8699	135.6824
23.87	135.6825
23.87006	135.6826
23.8701	135.6826
23.87013	135.6826
23.87015	135.6826
23.87019	135.6826
23.87024	135.6826
23.87032	135.6826
23.87043	135.6826
23.87061	135.6826
23.87087	135.6826
23.87126	135.6828
23.87185	135.6835
23.87273	135.6836
23.87406	135.6827
23.87604	135.6828
23.87902	135.6826
23.88349	135.6834
23.8902	135.6834
23.90025	135.6855
23.91534	135.6872
23.93797	135.6951
23.97191	135.7115
24.02282	135.7488
24.0617	135.7862
24.08763	135.8139
24.10491	135.8323
24.11643	135.847
24.12411	135.8571
24.12923	135.8629
24.13264	135.8681
24.13492	135.8704
24.13643	135.8732
24.13745	135.8738
24.13812	135.8744
24.13857	135.8749
24.13887	135.8756
24.13907	135.876
24.1392	135.8763
24.13929	135.8765
24.13935	135.8767
24.13939	135.8768
24.13942	135.8769
24.13944	135.8769
24.13948	135.877
24.13954	135.8772
24.13963	135.8773
24.13977	135.8775
24.13997	135.8777
24.14027	135.878
24.14073	135.8786
24.14141	135.8794
24.14243	135.8812
24.14397	135.8825
24.14627	135.8859
24.14972	135.8907
24.1549	135.8971
24.16267	135.909
24.17432	135.925
24.1918	135.9497
24.19631	135.9567
24.19932	135.9624
24.20132	135.9636
24.20266	135.9665
24.20355	135.9673
24.20415	135.9694
24.20454	135.9703
24.20481	135.9707
24.20498	135.9708
24.2051	135.9708
24.20518	135.9708
24.20523	135.9708
24.20526	135.9708
24.20529	135.9708
24.20531	135.9708
24.20535	135.9708
24.2054	135.9708
24.20549	135.9709
24.20561	135.971
24.2058	135.9711
24.20608	135.9716
24.20649	135.9727
24.20712	135.9739
24.20806	135.9751
24.20947	135.9774
24.21159	135.9797
24.21477	135.9863
24.21954	135.9935
24.22669	136.004
24.23742	136.0217
24.2535	136.0476
24.27764	136.0889
24.36277	136.2417
24.41953	136.351
24.45737	136.4245
24.48259	136.477
24.49941	136.5119
24.51062	136.5349
24.51809	136.5517
24.52308	136.5619
24.5264	136.5686
24.52861	136.5732
24.53009	136.5755
24.53107	136.5786
24.53173	136.5802
24.53217	136.5807
24.53246	136.5811
24.53265	136.5815
24.53278	136.5818
24.53287	136.5821
24.53292	136.5823
24.53296	136.5824
24.53299	136.5825
24.53302	136.5826
24.53306	136.5828
24.53313	136.583
24.53323	136.5834
24.53339	136.5838
24.53362	136.5844
24.53396	136.585
24.53448	136.5858
24.53525	136.5874
24.53642	136.5896
24.53816	136.593
24.54077	136.5984
24.5447	136.6078
24.55058	136.6204
24.55941	136.6393
24.57265	136.6672
24.59251	136.7107
24.6223	136.7769
24.66698	136.8781
24.73401	137.0307
24.83455	137.2673
24.85036	137.3029
24.8609	137.3301
24.86792	137.3474
24.8726	137.3577
24.87573	137.3642
24.87781	137.3696
24.87919	137.3727
24.88012	137.3753
24.88074	137.3767
24.88115	137.3773
24.88142	137.3777
24.88161	137.378
24.88173	137.3784
24.88181	137.3786
24.88186	137.3788
24.8819	137.3789
24.88192	137.379
24.88195	137.379
24.88198	137.3792
24.88204	137.3793
24.88213	137.3796
24.88225	137.38
24.88244	137.3806
24.88273	137.3817
24.88316	137.3829
24.8838	137.384
24.88476	137.386
24.88621	137.3911
24.88837	137.3951
24.89162	137.4031
24.8965	137.4139
24.90381	137.4318
24.95456	137.5548
24.9884	137.6369
25.01096	137.6929
25.02599	137.7308
25.03602	137.754
25.0427	137.772
25.04716	137.7822
25.05013	137.7912
25.05211	137.7955
25.05343	137.7977
25.05431	137.8005
25.0549	137.8022
25.05529	137.8032
25.05555	137.8038
25.05572	137.8042
25.05584	137.8045
25.05592	137.8046
25.05597	137.8047
25.056	137.8047
25.05602	137.8047
25.05605	137.8047
25.05609	137.8048
25.05615	137.8049
25.05624	137.805
25.05637	137.8054
25.05656	137.8059
25.05686	137.8069
25.0573	137.8084
25.05797	137.81
25.05897	137.8127
25.06046	137.8158
25.06271	137.8217
25.06608	137.8293
25.07113	137.8423
25.07871	137.8613
25.09008	137.8904
25.10714	137.9346
25.13272	137.9985
25.17109	138.0981
25.22865	138.2479
25.31499	138.473
25.4445	138.8133
25.63876	139.3243
25.6576	139.3743
25.67016	139.4072
25.67854	139.4272
25.68412	139.4419
25.68784	139.4528
25.69032	139.4593
25.69198	139.4634
25.69308	139.4662
25.69382	139.4673
25.69431	139.4684
25.69463	139.4696
25.69485	139.4704
25.695	139.471
25.69509	139.4713
25.69516	139.4714
25.6952	139.4715
25.69523	139.4715
25.69526	139.4716
25.69531	139.4717
25.69539	139.4718
25.69551	139.4721
25.69568	139.4725
25.69594	139.4733
25.69633	139.4745
25.69691	139.4761
25.69779	139.4781
25.7036	139.4939
25.70748	139.503
25.71007	139.5094
25.71179	139.515
25.71294	139.5172
25.71371	139.5192
25.71422	139.5211
25.71456	139.5222
25.71479	139.5228
25.71494	139.5231
25.71504	139.5233
25.71511	139.5235
25.71515	139.5235
25.71518	139.5236
25.71521	139.5237
25.71526	139.5238
25.71532	139.524
25.71543	139.5242
25.71558	139.5244
25.7158	139.5247
25.71614	139.5256
25.71665	139.5271
25.71742	139.5295
25.71857	139.5323
25.72029	139.5375
25.72287	139.5441
25.72675	139.5533
25.73256	139.5697
25.74127	139.5908
25.75435	139.6251
25.77396	139.677
25.80338	139.752
25.84752	139.8663
25.91371	140.0387
26.01301	140.2936
26.16195	140.6704
26.28098	140.9677
26.36034	141.1622
26.41324	141.2908
26.44851	141.3754
26.47203	141.4309
26.4877	141.4699
26.49815	141.4943
26.50512	141.5114
26.50976	141.5216
26.51286	141.5302
26.51493	141.5337
26.5163	141.5382
26.51722	141.54
26.51783	141.5408
26.51824	141.5414
26.51851	141.5419
26.51869	141.5426
26.51881	141.5432
26.51889	141.5436
26.51895	141.5439
26.51898	141.5441
26.51901	141.5442
26.51905	141.5444
26.51911	141.5447
26.5192	141.5452
26.51933	141.5459
26.51954	141.5468
26.51984	141.5476
26.52029	141.5484
26.52098	141.5492
26.522	141.551
26.52354	141.5563
26.52584	141.5602
26.5293	141.5688
26.53448	141.5809
26.54226	141.5981
26.55393	141.6286
26.57142	141.6698
26.59767	141.7316
26.63705	141.823
26.643	141.838
26.64697	141.8487
26.64962	141.8543
26.65138	141.858
26.65256	141.8599
26.65334	141.8627
26.65386	141.864
26.65421	141.8651
26.65444	141.8656
26.6546	141.8658
26.6547	141.866
26.65477	141.8661
26.65482	141.8662
26.65485	141.8662
26.65487	141.8663
26.65491	141.8663
26.65497	141.8664
26.65505	141.8664
26.65518	141.8666
26.65537	141.8669
26.65565	141.8674
26.65608	141.868
26.65672	141.8695
26.65768	141.8732
26.65912	141.8759
26.66128	141.8813
26.66452	141.8891
26.66939	141.899
26.67668	141.9173
26.68762	141.9431
26.70404	141.9801
26.72866	142.0392
26.76559	142.1229
27.00306	142.662
27.16138	143.0106
27.26692	143.2374
27.33728	143.3885
27.38419	143.4888
27.41546	143.5533
27.43631	143.5983
27.45021	143.6276
27.45947	143.6444
27.46565	143.657
27.46977	143.6693
27.47252	143.6726
27.47435	143.6778
27.47557	143.6795
27.47638	143.6806
27.47692	143.6817
27.47728	143.6828
27.47752	143.6835
27.47769	143.6839
27.47779	143.6841
27.47786	143.6842
27.47791	143.6843
27.47794	143.6843
27.47797	143.6844
27.47801	143.6844
27.47807	143.6845
27.47816	143.6846
27.4783	143.6849
27.47851	143.6853
27.47882	143.686
27.47929	143.6873
27.47999	143.6894
27.48105	143.6922
27.48263	143.694
27.48499	143.6995
27.48855	143.7063
27.49388	143.718
27.50187	143.7344
27.51387	143.7594
27.53185	143.7975
27.55884	143.851
27.59931	143.936
27.66002	144.06
27.75109	144.2458
27.75818	144.2594
27.76291	144.2691
27.76606	144.2757
27.76816	144.2801
27.76957	144.2823
27.7705	144.2846
27.77112	144.2863
27.77154	144.2874
27.77181	144.2879
27.772	144.2883
27.77212	144.2885
27.7722	144.2887
27.77226	144.2887
27.77229	144.2888
27.77233	144.2888
27.77238	144.2888
27.77245	144.2889
27.77256	144.289
27.77273	144.2891
27.77298	144.2893
27.77335	144.29
27.77391	144.2921
27.77475	144.2933
27.77601	144.2959
27.7779	144.3
27.78074	144.3054
27.785	144.3141
27.79138	144.3268
27.80095	144.3455
27.81532	144.3754
27.83686	144.4174
27.86918	144.4839
28.11439	144.9636
28.27786	145.2756
28.38684	145.4802
28.4595	145.6161
28.50793	145.7056
28.54022	145.7666
28.56175	145.8054
28.5761	145.8321
28.58567	145.8478
28.59204	145.8601
28.5963	145.8686
28.59913	145.8709
28.60102	145.8774
28.60228	145.8779
28.60312	145.8794
28.60368	145.881
28.60406	145.8826
28.60431	145.8837
28.60447	145.8841
28.60458	145.8843
28.60465	145.8844
28.6047	145.8845
28.60474	145.8846
28.60476	145.8846
28.60481	145.8847
28.60487	145.8848
