# Data was provided from Jon Gudmundsson
# freq[GHz]	T_rj[K_rj]
440.00958	153.9766
440.01147	153.9777
440.01276	153.9796
440.01358	153.983
440.01416	153.984
440.01465	153.983
440.01541	153.9794
440.01654	153.9778
440.01825	153.9762
440.02078	153.9749
440.0246	153.9754
440.03033	153.9743
440.03891	153.9729
440.05179	153.9716
440.07114	153.9686
440.31537	153.9452
440.47821	153.9283
440.58676	153.9174
440.65915	153.9118
440.7074	153.9049
440.73956	153.9033
440.76099	153.9027
440.7753	153.9015
440.78482	153.9064
440.79117	153.9159
440.79541	153.9429
440.79825	154.0022
440.80011	154.1242
440.80139	154.3425
440.80222	154.6754
440.80276	155.1062
440.80313	155.3927
440.80341	155.4641
440.80365	155.387
440.80405	155.0826
440.80463	154.6459
440.80548	154.3198
440.80679	154.1083
440.80875	153.9922
440.81171	153.9378
440.8161	153.9134
440.82272	153.9009
440.83267	153.8968
440.84756	153.891
440.8699	153.8894
440.90341	153.885
440.9537	153.8798
441.02911	153.8736
441.14221	153.8614
441.31189	153.8432
441.56641	153.8191
442.08322	153.7663
442.42776	153.7315
442.65747	153.7066
442.81061	153.6918
442.91269	153.6804
442.98074	153.6745
443.02612	153.6717
443.05637	153.6727
443.07654	153.6799
443.08997	153.6986
443.09894	153.7439
443.10492	153.8443
443.10889	154.0482
443.11154	154.4013
443.11331	154.8986
443.1145	155.5137
443.1153	156.2348
443.11581	156.7219
443.11615	156.8485
443.11661	156.6521
443.11728	155.9767
443.11829	155.2295
443.11978	154.6363
443.12204	154.1913
443.12546	153.9154
443.13055	153.7738
443.13818	153.7069
443.14963	153.6783
443.16684	153.6649
443.19263	153.6562
443.23129	153.6495
443.28931	153.6424
443.37634	153.6338
443.50687	153.6187
443.70267	153.5988
443.9964	153.5681
444.43695	153.5216
445.09781	153.4517
446.08908	153.3475
447.57599	153.1856
447.71802	153.1697
447.81268	153.1585
447.87579	153.1489
447.91788	153.1448
447.94595	153.1422
447.96463	153.1409
447.97711	153.1403
447.98541	153.1419
447.99097	153.1472
447.99466	153.1573
447.99713	153.1774
447.99875	153.2209
447.99985	153.4589
448.00058	154.2304
448.00107	154.5356
448.00165	154.0928
448.00253	153.3683
448.00385	153.2019
448.0058	153.1665
448.00873	153.1511
448.01315	153.1413
448.01978	153.136
448.02969	153.133
448.04459	153.1301
448.06693	153.1274
448.10043	153.1225
448.1507	153.1158
448.2261	153.1086
448.3392	153.0964
448.50885	153.0764
448.76334	153.0489
449.14505	153.0065
449.71759	152.9431
450.57645	152.8464
450.88052	152.811
451.08322	152.7879
451.21835	152.7716
451.30847	152.7647
451.36853	152.7543
451.40857	152.7509
451.43524	152.7489
451.45306	152.7487
451.4649	152.7462
451.47284	152.7437
451.47809	152.743
451.48163	152.743
451.48395	152.7438
451.4855	152.7449
451.48657	152.7464
451.48724	152.7472
451.48773	152.7479
451.48822	152.7478
451.48901	152.7462
451.49014	152.7441
451.49188	152.7425
451.49448	152.7414
451.49838	152.7402
451.50421	152.7397
451.51297	152.739
451.52612	152.7368
451.54584	152.7345
451.57541	152.7319
451.61975	152.7283
451.68628	152.7207
451.7861	152.7087
451.93579	152.6901
452.16034	152.6654
452.49716	152.6267
455.34528	152.29
457.24405	152.061
458.50986	151.9039
459.35376	151.7994
459.91635	151.729
460.29141	151.6816
460.54144	151.6499
460.70813	151.629
460.81927	151.6133
460.89337	151.6041
460.94275	151.5986
460.97568	151.5939
460.99762	151.591
461.01227	151.5904
461.022	151.5904
461.02853	151.5912
461.03287	151.5965
461.03574	151.6115
461.03769	151.652
461.03897	151.7677
461.03983	152.0768
461.04037	152.4616
461.04077	152.58
461.04114	152.4728
461.04166	152.1102
461.04248	151.7879
461.04367	151.6595
461.0455	151.6138
461.04822	151.5966
461.05231	151.5891
461.05841	151.5855
461.0676	151.5848
461.08139	151.5814
461.10205	151.5797
461.13306	151.5741
461.17953	151.5668
461.2493	151.5609
461.35391	151.5455
461.51086	151.5247
461.74628	151.4948
462.09937	151.449
462.62903	151.38
463.42352	151.2747
464.61526	151.1165
466.40286	150.8734
469.08426	150.4959
473.10635	149.9063
473.63431	149.8278
473.98627	149.7753
474.22092	149.7381
474.37735	149.7144
474.48163	149.6988
474.55115	149.6874
474.5975	149.6802
474.62839	149.6762
474.64899	149.6728
474.66272	149.6702
474.67188	149.6693
474.67798	149.6694
474.68207	149.669
474.68478	149.669
474.68658	149.6716
474.68777	149.6867
474.6886	149.7375
474.68912	149.7624
474.68964	149.74
474.6904	149.6876
474.69156	149.6723
474.69327	149.6682
474.69586	149.6673
474.69974	149.6655
474.70557	149.6641
474.71429	149.6626
474.72739	149.6611
474.74701	149.6577
474.77646	149.6532
474.82065	149.646
474.8869	149.6368
474.9863	149.621
475.13541	149.5974
475.35907	149.5635
475.69455	149.5109
480.38022	148.7574
483.50403	148.2222
485.58655	147.8554
486.97488	147.6057
487.90045	147.4371
488.51752	147.3228
488.92886	147.2455
489.20312	147.194
489.38593	147.1592
489.50781	147.1365
489.58908	147.1206
489.64325	147.1119
489.67938	147.1061
489.70343	147.1015
489.71948	147.102
489.73019	147.1061
489.73734	147.1166
489.7421	147.1449
489.74527	147.213
489.74738	147.3583
489.74878	147.6407
489.74973	148.1086
489.75034	148.7953
489.75076	149.3057
489.75104	149.4382
489.75143	149.2002
489.75201	148.4458
489.7529	147.7974
489.75421	147.4276
489.7562	147.2388
489.75916	147.1521
489.76361	147.1161
489.77029	147.0994
489.7803	147.0899
489.79535	147.0835
489.81787	147.079
489.85168	147.0725
489.9024	147.0625
489.97849	147.0485
490.09259	147.0265
490.26376	146.9932
490.52051	146.9435
490.90564	146.8706
491.48331	146.76
492.34982	146.5898
493.64963	146.3327
495.5993	145.9354
498.52383	145.3207
502.91064	144.3468
512.51294	141.9671
518.91449	140.1329
523.18213	138.7128
526.02728	137.5576
527.92401	136.5418
529.18854	135.5908
530.03156	134.6902
530.59351	133.8699
530.9682	133.1721
531.21796	132.6115
531.38446	132.1848
531.49548	131.8737
531.56952	131.6539
531.61884	131.5053
531.65173	131.4084
531.67365	131.3553
531.68829	131.3525
531.69806	131.4254
531.70453	131.6391
531.70886	132.1508
531.71173	133.2557
531.71368	135.5254
531.71497	139.9815
531.71582	145.7159
531.71637	147.7634
531.7168	146.8162
531.71735	142.924
531.7182	137.9638
531.71954	134.7216
531.7215	132.9399
531.72443	131.9975
531.72882	131.5217
531.73541	131.2832
531.74536	131.155
531.76019	131.0614
531.78253	130.965
531.81598	130.8382
531.86615	130.6477
531.94141	130.3548
532.05432	129.8876
532.22369	129.1103
532.47772	127.7531
532.85883	125.2073
533.17108	122.6488
533.37921	120.8067
533.51801	119.6527
533.61053	119.01
533.67224	118.6807
533.71332	118.5192
533.74072	118.4422
533.75903	118.405
533.77124	118.3879
533.77936	118.3793
533.78473	118.3733
533.78833	118.3707
533.79077	118.3696
533.79236	118.3686
533.79346	118.3686
533.79413	118.3686
533.79462	118.3686
533.79498	118.3686
533.79547	118.3685
533.7962	118.3681
533.79736	118.3674
533.79907	118.3671
533.80164	118.3669
533.80542	118.3666
533.80902	118.3664
533.81146	118.367
533.81305	118.3672
533.81409	118.3672
533.81482	118.3669
533.81531	118.367
533.81573	118.3673
533.81641	118.3677
533.81738	118.3681
533.81891	118.3683
533.82117	118.3696
533.82458	118.3721
533.82965	118.3772
533.83728	118.3848
533.84869	118.3993
533.86591	118.4321
533.8916	118.499
533.93024	118.6398
533.98816	118.9311
534.07501	119.5033
534.20532	120.5404
534.40082	122.2169
534.69397	124.5653
535.13379	127.3397
535.79352	129.9804
536.78302	131.8592
537.41858	132.3937
537.84229	132.5899
538.12476	132.6734
538.31305	132.7099
538.4386	132.7292
538.52228	132.7384
538.57812	132.7437
538.6153	132.7494
538.64008	132.7524
538.65662	132.7576
538.66766	132.7655
538.67499	132.7865
538.67987	132.8337
538.68317	132.9463
538.68536	133.2143
538.68677	133.7859
538.68774	134.9389
538.68842	136.4793
538.68884	137.0029
538.68915	136.7105
538.68958	135.597
538.69031	134.2918
538.69135	133.5144
538.69293	133.1037
538.69525	132.9076
538.69879	132.8194
538.7041	132.7825
538.7121	132.7664
538.724	132.7595
538.74188	132.7579
538.76874	132.7579
538.80902	132.7581
538.86938	132.7609
538.96002	132.7613
539.09589	132.7574
539.29974	132.7477
539.60553	132.7202
540.06421	132.6549
540.7522	132.5137
541.78418	132.2392
543.33221	131.7313
545.65424	130.8427
549.13721	129.3185
554.36169	126.616
554.77423	126.3766
555.04926	126.2134
555.2326	126.1045
555.35486	126.0313
555.43634	125.9827
555.49066	125.9491
555.52686	125.9273
555.55103	125.9125
555.56714	125.9023
555.57788	125.8968
555.58502	125.8944
555.58978	125.8916
555.59296	125.8935
555.59509	125.8929
555.5965	125.8967
555.59741	125.903
555.59808	125.9055
555.59869	125.9024
555.59961	125.8949
555.60095	125.8893
555.60303	125.8853
555.60608	125.8824
555.61072	125.8778
555.61768	125.8726
555.62805	125.8677
555.64368	125.8556
555.66705	125.8416
555.70215	125.8207
556.11389	125.565
556.38831	125.3944
556.57129	125.2839
556.6933	125.2189
556.7746	125.1915
556.8288	125.2118
556.86499	125.3014
556.88904	125.4968
556.90515	125.8542
556.91583	126.4489
556.92297	127.4003
556.92773	128.8815
556.93091	131.1853
556.93304	135.04
556.93445	149.3273
556.93536	200.6513
556.93597	225.9921
556.93658	205.5302
556.93738	153.7368
556.93866	136.1884
556.94055	131.8232
556.94342	129.3183
556.94769	127.6875
556.9541	126.6277
556.96368	125.9455
556.97809	125.5168
556.99969	125.2578
557.03217	125.1017
557.08075	125.0034
557.15369	124.9215
557.26312	124.8336
557.42725	124.7169
557.67346	124.5477
558.04272	124.2905
558.59668	123.8972
559.42761	123.2804
560.67395	122.2874
562.54346	120.6121
565.34778	117.4798
565.50177	117.2762
565.60443	117.14
565.67285	117.0464
565.71851	116.984
565.7489	116.9417
565.76923	116.9149
565.78271	116.8972
565.79175	116.8838
565.79773	116.8752
565.80176	116.8705
565.80444	116.8695
565.80621	116.8672
565.80737	116.8678
565.80817	116.8666
565.80878	116.8648
565.80969	116.862
565.81104	116.8587
565.81305	116.8562
565.81604	116.8511
565.82056	116.8446
568.04688	113.1479
569.53101	109.6013
570.52051	106.3691
571.18011	103.825
571.61987	102.3522
571.91309	102.0072
572.10852	102.4563
572.23883	103.2276
572.32568	103.9581
572.38361	104.4803
572.42218	104.7865
572.44794	104.9433
572.46509	105.0177
572.4765	105.0515
572.48413	105.0664
572.48926	105.0726
572.49261	105.0754
572.49487	105.0762
572.4964	105.0766
572.49738	105.0768
572.49805	105.0768
572.4986	105.0768
572.49939	105.0766
572.50055	105.0762
572.50232	105.0758
572.505	105.0743
572.50897	105.0705
572.51495	105.0609
572.52393	105.0398
572.53735	104.9928
572.55756	104.8907
572.58783	104.6817
572.63324	104.2938
572.70135	103.677
572.80353	102.8949
572.95679	102.1916
573.18671	101.9884
573.53156	102.7345
574.04877	104.6218
574.82465	107.428
575.98853	110.7352
575.99396	110.7523
575.99762	110.7684
576.0	110.7849
576.00165	110.8062
576.00275	110.8361
576.00342	110.8508
576.00403	110.8445
576.00482	110.8213
576.0061	110.8042
576.00806	110.7971
576.01093	110.7968
576.0152	110.8015
576.02167	110.813
576.03131	110.8331
576.04584	110.867
576.12024	111.0393
576.16986	111.1545
576.20294	111.2303
576.22498	111.2816
576.23969	111.3173
576.24945	111.343
576.25598	111.3669
576.26038	111.4007
576.26324	111.4743
576.2652	111.6931
576.26648	112.5109
576.26733	114.299
576.26794	115.0854
576.26837	114.5794
576.2691	112.9375
576.27014	111.8726
576.27167	111.5495
576.27405	111.4535
576.27759	111.4245
576.28284	111.4212
576.29077	111.4346
576.30267	111.458
576.3205	111.4968
576.34723	111.5552
576.38733	111.6437
576.44745	111.7735
576.53772	111.9668
576.67303	112.2494
576.8761	112.6563
577.18066	113.2353
577.63745	114.0394
578.32269	115.1258
579.35052	116.541
580.89227	118.318
583.2049	120.4574
583.48639	120.6868
583.67401	120.8364
583.79907	120.9349
583.88251	121.0006
583.93811	121.0425
583.97516	121.0716
583.99988	121.0903
584.01636	121.1034
584.02734	121.1131
584.03467	121.1185
584.03955	121.1243
584.04279	121.1281
584.04492	121.132
584.04639	121.137
584.04736	121.1435
584.04797	121.1459
584.04865	121.1441
584.04956	121.1392
584.05096	121.1365
584.0531	121.1357
584.05621	121.1366
584.06097	121.138
584.06812	121.1435
584.0788	121.1506
584.09479	121.1638
584.11884	121.181
584.15485	121.2081
584.20886	121.2497
584.28998	121.3096
585.39893	122.106
586.13824	122.5991
586.63116	122.9126
586.95972	123.1176
587.17877	123.2504
587.32483	123.3394
587.42218	123.3955
587.48712	123.4348
587.53033	123.461
587.5592	123.4798
587.57843	123.4949
587.59125	123.509
587.59979	123.5324
587.60553	123.5773
587.60931	123.6772
587.61182	123.9045
587.61353	124.3963
587.61469	125.3849
587.61542	127.1401
587.61591	128.7287
587.61621	129.1499
587.6167	128.4187
587.61737	126.313
587.61841	124.7798
587.61987	124.0606
587.62219	123.7427
587.62561	123.6122
587.63074	123.5588
587.63843	123.5409
587.64996	123.5358
587.6673	123.5441
587.6933	123.5565
587.7323	123.5783
587.79077	123.612
587.87848	123.6642
588.01007	123.738
588.20746	123.8509
588.50348	124.0166
588.94757	124.2598
589.61365	124.6096
590.61279	125.1137
592.11151	125.8202
594.35962	126.7857
597.73175	128.0712
605.25616	130.4504
610.27246	131.7774
613.61664	132.5704
615.84607	133.0642
617.3324	133.3804
618.32324	133.5844
618.98383	133.7176
619.42419	133.8062
619.71783	133.8652
619.91351	133.9028
620.04401	133.9293
620.13098	133.9483
620.18903	133.9639
620.22766	133.977
620.25342	133.9988
620.27063	134.0391
620.2821	134.1253
620.28973	134.3165
620.2948	134.7211
620.29822	135.5253
620.30048	137.0522
620.30194	139.9081
620.30298	144.3918
620.30365	147.8484
620.30408	148.6711
620.30475	146.9281
620.30573	141.8209
620.30719	137.8121
620.30939	135.8143
620.31262	134.8357
620.31757	134.3661
620.32495	134.1525
620.33606	134.0587
620.35266	134.0213
620.37762	134.007
620.41504	134.0064
620.47113	134.0159
620.5553	134.0304
620.68152	134.0564
620.68835	134.0593
620.69287	134.0644
620.69592	134.0705
620.69794	134.0893
620.69928	134.1737
620.7002	134.4303
620.70081	134.539
620.7016	134.3673
620.7027	134.131
620.70447	134.0803
620.70703	134.0701
620.71088	134.0651
620.71674	134.0627
620.72546	134.063
620.73853	134.0654
620.75818	134.0683
620.7876	134.0739
620.83179	134.0813
620.89801	134.0949
620.99738	134.1139
621.14642	134.1415
621.37	134.185
621.70532	134.2472
622.20837	134.3417
622.96289	134.483
624.09467	134.686
625.79242	134.983
626.65802	135.131
627.23505	135.2267
627.61975	135.2885
627.87622	135.3306
628.04724	135.3579
628.16119	135.376
628.23718	135.3864
628.28784	135.3947
628.32166	135.4013
628.34418	135.4059
628.35919	135.4077
628.3692	135.4102
628.37585	135.4113
628.38031	135.4125
628.38324	135.4147
628.38525	135.4163
628.38654	135.4194
628.38745	135.4208
628.38818	135.4203
628.38934	135.416
628.39099	135.4162
628.39355	135.4153
628.39734	135.4147
628.40308	135.4145
628.41168	135.4174
628.42456	135.4182
628.44385	135.421
628.47278	135.4258
628.51624	135.4326
628.58136	135.4442
628.67908	135.4618
628.82568	135.4854
631.39471	135.8879
633.10742	136.1412
634.24927	136.3056
635.01044	136.4124
635.51794	136.4824
635.85626	136.5291
636.08179	136.5599
636.23218	136.5796
636.3324	136.5932
636.39923	136.6009
636.44379	136.6092
636.47345	136.6157
636.49329	136.6191
636.50647	136.6276
636.51526	136.6425
636.52112	136.676
636.52502	136.7593
636.52765	136.9583
636.52942	137.4112
636.53058	138.3777
636.53131	139.7838
636.53186	140.3083
636.53229	139.9601
636.5329	138.7392
636.53381	137.6601
636.53528	137.0948
636.53741	136.8245
636.54059	136.708
636.54535	136.6584
636.55255	136.639
636.56335	136.6312
636.57953	136.6307
636.60376	136.6301
636.64014	136.6343
636.6947	136.6421
636.77655	136.653
636.89929	136.6692
637.08344	136.6932
637.35968	136.7298
637.77399	136.7837
638.39545	136.8647
639.3277	136.9824
640.72607	137.156
642.82361	137.4034
645.96991	137.7546
650.68933	138.2316
657.76849	138.853
658.11395	138.8798
658.34424	138.8995
658.49774	138.9111
658.6001	138.9181
658.66833	138.9251
658.71387	138.9261
658.7442	138.9305
658.7644	138.9316
658.77789	138.9328
658.78687	138.9333
658.79285	138.934
658.79681	138.9346
658.7995	138.9346
658.80127	138.9359
658.80249	138.9374
658.80322	138.9384
658.80389	138.9378
658.80487	138.9367
658.80627	138.9355
658.80847	138.9356
658.81171	138.9362
658.81653	138.9368
658.82385	138.937
658.83478	138.9374
658.8512	138.939
658.87579	138.9401
658.91272	138.9424
658.96814	138.9476
659.05121	138.9536
659.17584	138.9644
659.36273	138.9783
659.64313	138.9938
660.06372	139.0236
660.69458	139.0713
661.64087	139.139
663.0603	139.2411
665.18945	139.3858
668.38318	139.5861
671.59668	139.7707
673.73901	139.883
675.16724	139.9557
676.11938	140.0009
676.75415	140.0321
677.17731	140.051
677.45941	140.0647
677.64752	140.0725
677.77289	140.0785
677.85651	140.0831
677.91223	140.0844
677.94934	140.0853
677.97412	140.0868
677.99066	140.0873
678.00165	140.0881
678.00897	140.0892
678.01385	140.0904
678.01715	140.0906
678.01929	140.091
678.02075	140.0919
678.02173	140.0927
678.0224	140.0936
678.02325	140.0921
678.0246	140.0918
678.02655	140.0912
678.02954	140.0902
678.03406	140.09
678.04077	140.0902
678.05084	140.0906
678.06598	140.0912
678.08862	140.0924
678.12262	140.0943
678.17365	140.0954
678.25018	140.1003
678.36499	140.1041
680.72192	140.2059
682.29315	140.2695
683.3407	140.3098
684.039	140.3358
684.50458	140.3523
684.81494	140.3646
685.02185	140.3705
685.15979	140.3761
685.25177	140.3805
685.31311	140.3819
685.35394	140.3839
685.38123	140.3855
685.39935	140.3891
685.4115	140.3972
685.41956	140.4119
685.42493	140.4491
685.42853	140.5358
685.43091	140.7388
685.4325	141.1786
685.43359	142.0396
685.43427	143.0789
685.43475	143.4173
685.43518	143.1529
685.43579	142.2263
685.43677	141.3208
685.43811	140.8204
685.44025	140.5763
685.44342	140.4669
685.44812	140.4195
685.45526	140.4002
685.46588	140.3938
685.48187	140.3904
685.5058	140.3905
685.54175	140.3904
685.5957	140.3915
685.67657	140.3935
685.79785	140.399
685.97986	140.4041
686.25281	140.415
686.66223	140.4278
687.27637	140.4478
688.19757	140.4765
689.57941	140.5191
689.64606	140.5212
689.69043	140.5219
689.72003	140.5226
689.73981	140.5228
689.75299	140.5236
689.76172	140.5238
689.76758	140.5249
689.77148	140.5255
689.77411	140.5264
689.77582	140.5271
689.77698	140.5274
689.77777	140.528
689.77863	140.5275
689.77991	140.5272
689.7818	140.5266
689.78467	140.5256
689.789	140.5255
689.79541	140.5252
689.80511	140.526
689.8197	140.5257
689.84149	140.5257
689.87421	140.5267
689.92328	140.5288
689.99689	140.5304
690.10736	140.5351
690.27301	140.5395
690.48785	140.5467
690.6311	140.5486
690.72662	140.5501
690.79028	140.5525
690.8327	140.5547
690.86102	140.5556
690.87988	140.5554
690.89246	140.5558
690.90082	140.5575
690.90643	140.5581
690.91016	140.5592
690.9126	140.5597
690.91431	140.5622
690.91541	140.5646
690.91614	140.566
690.91675	140.5649
690.91772	140.5629
690.91919	140.5603
690.92139	140.5596
690.92462	140.5594
690.92957	140.558
690.93689	140.5574
690.94794	140.5576
690.96448	140.5586
691.1344	140.5643
691.24768	140.5669
691.32318	140.5691
691.37354	140.5714
691.4071	140.5731
691.4295	140.5721
691.4444	140.5748
691.45435	140.5778
691.461	140.585
691.46539	140.603
691.46832	140.6534
691.47034	140.8127
691.47162	141.3524
691.47247	142.2538
691.47308	142.5784
691.47357	142.3172
691.47437	141.4776
691.47552	140.8681
691.47729	140.6729
691.47998	140.6104
691.48389	140.5875
691.48987	140.5786
691.49878	140.5756
691.51215	140.5759
691.53217	140.5752
691.56226	140.5758
691.6073	140.5765
691.67499	140.5789
691.77643	140.5813
691.92865	140.5846
692.15698	140.5913
692.49939	140.6002
693.01312	140.6143
693.78363	140.6338
693.8443	140.6362
693.8847	140.6372
693.91168	140.638
693.92963	140.6405
693.94165	140.641
693.94958	140.6391
693.95496	140.6404
693.9585	140.6402
693.96088	140.6406
693.96246	140.6429
693.9635	140.6454
693.96417	140.6458
693.96503	140.6449
693.96625	140.6425
693.96814	140.6405
693.97095	140.6405
693.97516	140.6408
693.98145	140.6413
693.99091	140.6408
694.00513	140.6413
694.02643	140.6427
694.05835	140.6433
694.10632	140.6444
694.17822	140.6455
694.28601	140.6487
699.15021	140.7437
702.39294	140.8079
704.55481	140.8367
705.99603	140.8551
706.95685	140.8651
707.59741	140.8733
708.02441	140.8777
708.30914	140.8811
708.4989	140.8828
708.62543	140.8839
708.70978	140.8874
708.76605	140.8911
708.80353	140.8989
708.82849	140.9169
708.84515	140.9579
708.85626	141.0484
708.86371	141.2511
708.86865	141.6647
708.87195	142.4385
708.87415	143.8527
708.87561	146.3654
708.87659	148.8686
708.8772	149.5637
708.87775	149.0962
708.87854	147.1511
708.87976	144.5373
708.88153	142.8743
708.88428	141.9295
708.88831	141.3967
708.89441	141.1222
708.9035	140.9919
708.91724	140.9327
708.93774	140.9068
708.96857	140.8954
709.01477	140.8913
709.08411	140.8905
709.18805	140.8907
709.34399	140.8907
709.57794	140.8923
709.92883	140.8951
710.4552	140.901
711.24475	140.9068
712.42902	140.9151
714.20544	140.9261
714.27643	140.9254
714.32373	140.9264
714.35529	140.927
714.37634	140.9267
714.39038	140.9275
714.39972	140.9274
714.40594	140.9287
714.4101	140.9308
714.41284	140.9335
714.41467	140.9386
714.41595	140.9481
714.41675	140.9523
714.41754	140.9488
714.4187	140.9394
714.42041	140.9343
714.42303	140.931
714.42694	140.9295
714.43286	140.9284
714.44165	140.928
714.4549	140.9271
714.47473	140.9268
714.50452	140.9273
714.54913	140.927
714.61609	140.928
714.71655	140.9278
714.86725	140.9278
715.09332	140.9296
715.43237	140.9326
715.94092	140.9347
716.7038	140.9362
717.84808	140.9408
718.6507	140.9442
719.18579	140.9441
719.54254	140.9426
719.78033	140.943
719.9389	140.9432
720.04462	140.9439
720.11505	140.9444
720.16205	140.9445
720.19336	140.9445
720.21423	140.9449
720.22815	140.9456
720.23743	140.9457
720.24365	140.9462
720.24774	140.9454
720.25049	140.9455
720.25232	140.9479
720.25354	140.9512
720.25439	140.9524
720.25537	140.9522
720.25677	140.9489
720.25897	140.9457
720.26227	140.946
720.26721	140.946
720.2746	140.9454
720.28564	140.9451
720.30225	140.9447
720.32721	140.9447
720.36456	140.9445
720.42065	140.9442
720.50476	140.9436
720.63092	140.9439
720.82013	140.9444
721.104	140.9438
725.51105	140.9371
728.4491	140.9266
730.40778	140.9139
731.71356	140.9091
732.58411	140.9121
733.16449	140.9083
733.55139	140.9054
733.80933	140.9027
733.98126	140.9021
734.09589	140.9009
734.1723	140.9011
734.22327	140.9012
734.25726	140.9008
734.27991	140.9016
734.29498	140.9055
734.30505	140.9157
734.31177	140.9386
734.31622	140.9939
734.31921	141.131
734.32123	141.4572
734.32251	142.1748
734.32343	143.2371
734.32397	143.6299
734.32458	143.2242
734.3255	142.1538
734.32684	141.4437
734.32886	141.1249
734.33191	140.99
734.33643	140.9359
734.34326	140.9134
734.35352	140.9054
734.36884	140.9005
734.39191	140.8996
734.42639	140.8989
734.47821	140.8986
734.55591	140.8977
734.67249	140.8963
734.84735	140.894
735.10962	140.891
735.50305	140.888
736.0932	140.8823
736.97839	140.8717
738.30621	140.8478
740.29791	140.821
743.28546	140.7724
747.76685	140.6953
747.99231	140.6913
748.14264	140.6879
748.24286	140.6865
748.30969	140.6857
748.35419	140.6848
748.38391	140.6845
748.40369	140.6843
748.41687	140.6845
748.42572	140.6845
748.43158	140.6849
748.43549	140.6845
748.43811	140.6853
748.43982	140.6848
748.44098	140.6865
748.44177	140.6873
748.44269	140.6859
748.44403	140.6836
748.44611	140.6849
748.44916	140.6842
748.4538	140.6842
748.46075	140.6839
748.47119	140.6833
748.48682	140.6831
748.51025	140.6827
748.54547	140.6821
748.59821	140.6807
748.67737	140.6789
749.79651	140.6571
750.54254	140.6418
751.03998	140.632
751.37158	140.6241
751.59259	140.6218
751.73999	140.6193
751.83826	140.6207
751.90375	140.6272
751.94739	140.6461
751.9765	140.6827
751.99591	140.7562
752.00885	140.8929
752.01752	141.1194
752.02325	141.4785
752.0271	142.0394
752.0296	143.0729
752.03131	148.767
752.03247	172.5335
752.0332	184.1177
752.03418	166.2381
752.03564	145.6461
752.03784	142.4914
752.04114	141.7238
752.04608	141.2635
752.05347	140.9762
752.06458	140.8031
752.08118	140.7055
752.10614	140.6539
752.14355	140.6277
752.19971	140.6163
752.28394	140.6086
752.41022	140.6026
752.59967	140.5971
752.88391	140.5906
753.31018	140.5793
753.94965	140.5649
754.90887	140.5396
756.34766	140.5012
758.5058	140.442
761.7431	140.3471
766.599	140.175
773.88287	139.8275
774.44342	139.8146
774.81708	139.7911
775.06622	139.7734
775.2323	139.764
775.34302	139.7565
775.41681	139.7531
775.46606	139.7492
775.49884	139.7472
775.52069	139.7455
775.53528	139.7449
775.54504	139.7433
775.55151	139.7434
775.55579	139.7434
775.55872	139.7447
775.56061	139.7457
775.56189	139.7475
775.56274	139.7484
775.5636	139.7469
775.56482	139.7456
775.56671	139.7443
775.56952	139.7433
775.57367	139.7423
775.58002	139.7411
775.58942	139.741
775.60364	139.7402
775.62488	139.7382
775.6568	139.7372
775.70459	139.7333
775.77637	139.7288
775.88403	139.7212
776.04547	139.7089
776.28766	139.6923
776.65094	139.6666
777.19586	139.6184
778.00262	139.552
778.54047	139.5063
778.89905	139.4759
779.13806	139.4522
779.29742	139.4386
779.40369	139.4282
779.47449	139.4217
779.52173	139.4183
779.55316	139.4146
779.57416	139.4137
779.58813	139.4111
779.59747	139.4113
779.6037	139.4132
779.60785	139.4115
779.6106	139.4139
779.61243	139.418
779.61371	139.424
779.6145	139.4242
779.61554	139.4221
779.61713	139.4156
779.61951	139.4123
779.62305	139.4081
779.62842	139.41
779.63641	139.4089
779.64844	139.4073
779.66644	139.405
779.69348	139.4002
779.73407	139.3988
779.79492	139.392
779.88617	139.3834
780.9906	139.2664
781.72693	139.1817
782.21777	139.1214
782.54504	139.0775
782.76318	139.0479
782.90863	139.0288
783.00562	139.0138
783.07025	139.0058
783.11334	139.0007
783.14203	138.9955
783.16119	138.9961
783.17395	139.0001
783.1825	139.0114
783.18817	139.0433
783.19196	139.1188
783.19446	139.2982
783.19617	139.7049
783.19727	140.5373
783.198	141.506
783.19855	141.7897
783.19916	141.3445
783.20007	140.2249
783.20148	139.5064
783.20355	139.1966
783.20673	139.0704
783.21149	139.0199
783.21857	138.9967
783.22919	138.9887
783.24512	138.9828
783.2691	138.9772
783.30499	138.9717
783.35883	138.9638
783.43964	138.9494
783.56079	138.9326
783.74255	138.905
784.0152	138.8605
784.42413	138.7917
785.0376	138.6778
785.95776	138.4866
787.33801	138.1427
790.70367	136.7746
792.94745	134.9878
794.4433	132.9393
795.44055	130.884
796.10535	129.0541
796.54858	127.5667
796.84406	126.4366
797.04102	125.6169
797.17236	125.0357
797.25989	124.6366
797.3183	124.363
797.35718	124.1922
797.38312	124.0932
797.40045	124.0685
797.41193	124.1537
797.41962	124.4339
797.42474	125.1127
797.42816	126.5941
797.43048	129.8495
797.43195	136.4933
797.43298	143.1035
797.43365	144.799
797.43445	142.4529
797.43567	134.6767
797.43744	128.6115
797.44012	125.9139
797.44415	124.7028
797.4502	124.1357
797.45929	123.8506
797.4729	123.6804
797.49329	123.534
797.52386	123.3572
797.56976	123.1148
797.63861	122.7504
797.74188	122.1921
797.89685	121.3205
